750_13, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,1989,2021,2033,2041,2051,2068,1,2009,2032,2038,2044,2072,1,,,,,,,,,,,,
4,1095,1199,1221,1229,1234,1267,1,1185,1211,1217,1225,1245,1,,,,,,,,,,,,
8,1065,1065,1068,1071,1077,1111,1,1065,1066,1066,1068,1073,1,,,,,,,,,,,,
16,1065,1065,1065,1068,1076,1089,1,1065,1065,1065,1065,1065,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 750//tmp/750/rand0013.stg
# Precedence constraints generator : sameprob
#   Random Seed       : 2058
#   Tasks             : 750 (+dummy tasks : 2)
#   Edges             : 38957 / 280875 (+dummy edges : 16)
#   Max. Predecessors : 122
#   Min. Predecessors : 0
#   Ave. Predecessors : 51.942667
#   Probability       : 0.138262 (Real : 0.138699)
# Task processing time generator : expoproc
#   Random Seed       : 2057
#   Max. Proc. Time   : 41
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 5.000000 (Real : 5.302667)
# CP Length           : 1065
# Parallelism         : 3.734272
