750_97, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,3891,3891,3892,3893,3897,3902,1,3891,3893,3895,3897,3911,1,,,,,,,,,,,,
4,1946,1949,1955,1959,1966,1976,1,1946,1950,1953,1956,1976,1,,,,,,,,,,,,
8,973,986,1004,1020,1026,1082,1,978,982,985,988,1003,1,,,,,,,,,,,,
16,487,698,715,745,758,817,0,491,500,505,510,527,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 750//tmp/750/rand0097.stg
# Precedence constraints generator : layrpred
#   Random Seed       : 2646
#   Tasks             : 750 (+dummy tasks : 2)
#   Layers            : 75
#   Max. Layer Width  : 17
#   Min. Layer Width  : 3
#   Ave. Layer Width  : 10.000000
#   Edges             : 1433 / 277254 (+dummy edges : 389)
#   Max. Predecessors : 8
#   Min. Predecessors : 0
#   Ave. Predecessors : 2.000000 (Real : 1.910667)
# Task processing time generator : unifproc
#   Random Seed       : 2645
#   Max. Proc. Time   : 20
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 10.000000 (Real : 10.374667)
# CP Length           : 126
# Parallelism         : 61.753967
