750_20, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,2048,2051,2057,2059,2061,2073,1,2052,2058,2061,2065,2074,1,,,,,,,,,,,,
4,1024,1079,1091,1095,1100,1122,1,1075,1088,1093,1100,1116,1,,,,,,,,,,,,
8,822,825,832,837,841,856,1,822,825,827,828,832,1,,,,,,,,,,,,
16,822,823,830,833,838,852,1,822,822,822,822,822,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 750//tmp/750/rand0020.stg
# Precedence constraints generator : sameprob
#   Random Seed       : 2107
#   Tasks             : 750 (+dummy tasks : 2)
#   Edges             : 36892 / 280875 (+dummy edges : 18)
#   Max. Predecessors : 116
#   Min. Predecessors : 0
#   Ave. Predecessors : 49.189333
#   Probability       : 0.131686 (Real : 0.131347)
# Task processing time generator : normproc
#   Random Seed       : 2106
#   Max. Proc. Time   : 8
#   Min. Proc. Time   : 3
#   Ave. Proc. Time   : 5.000000 (Real : 5.461333)
#   Standard Deviation: 1.000000
# CP Length           : 822
# Parallelism         : 4.982968
