750_34, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,2063,2063,2063,2065,2066,2070,1,2063,2064,2066,2067,2073,1,,,,,,,,,,,,
4,1032,1036,1044,1049,1053,1070,1,1032,1036,1038,1041,1049,1,,,,,,,,,,,,
8,516,555,565,569,576,601,1,540,545,548,551,558,1,,,,,,,,,,,,
16,454,457,469,474,480,506,1,454,454,454,455,455,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 750//tmp/750/rand0034.stg
# Precedence constraints generator : layrprob
#   Random Seed       : 2205
#   Tasks             : 750 (+dummy tasks : 2)
#   Layers            : 75
#   Max. Layer Width  : 19
#   Min. Layer Width  : 4
#   Ave. Layer Width  : 10.000000
#   Edges             : 32979 / 277127 (+dummy edges : 27)
#   Max. Predecessors : 108
#   Min. Predecessors : 0
#   Ave. Predecessors : 43.972000
#   Probability       : 0.118535 (Real : 0.119003)
# Task processing time generator : unifproc
#   Random Seed       : 2204
#   Max. Proc. Time   : 10
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 5.000000 (Real : 5.500000)
# CP Length           : 454
# Parallelism         : 9.085903
