750_70, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,1979,1979,1981,1983,1986,1999,1,1979,1981,1984,1988,1999,1,,,,,,,,,,,,
4,990,1003,1014,1022,1030,1052,1,992,999,1004,1011,1025,1,,,,,,,,,,,,
8,495,569,581,591,602,640,1,538,546,551,555,571,1,,,,,,,,,,,,
16,468,472,481,489,495,547,1,468,468,469,470,472,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 750//tmp/750/rand0070.stg
# Precedence constraints generator : samepred
#   Random Seed       : 2457
#   Tasks             : 750 (+dummy tasks : 2)
#   Edges             : 13546 / 280875 (+dummy edges : 40)
#   Max. Predecessors : 47
#   Min. Predecessors : 0
#   Ave. Predecessors : 18.000000 (Real : 18.061333)
# Task processing time generator : expoproc
#   Random Seed       : 2456
#   Max. Proc. Time   : 34
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 5.000000 (Real : 5.277333)
# CP Length           : 468
# Parallelism         : 8.457265
