750_84, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,2047,2047,2049,2050,2051,2056,1,2047,2048,2050,2052,2057,1,,,,,,,,,,,,
4,1024,1030,1042,1046,1050,1066,1,1026,1030,1033,1036,1047,1,,,,,,,,,,,,
8,513,555,569,575,581,597,1,533,542,547,551,569,1,,,,,,,,,,,,
16,392,401,416,421,428,449,1,394,396,398,399,404,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 750//tmp/750/rand0084.stg
# Precedence constraints generator : samepred
#   Random Seed       : 2555
#   Tasks             : 750 (+dummy tasks : 2)
#   Edges             : 12825 / 280875 (+dummy edges : 45)
#   Max. Predecessors : 47
#   Min. Predecessors : 0
#   Ave. Predecessors : 17.000000 (Real : 17.100000)
# Task processing time generator : normproc
#   Random Seed       : 2554
#   Max. Proc. Time   : 9
#   Min. Proc. Time   : 2
#   Ave. Proc. Time   : 5.000000 (Real : 5.457333)
#   Standard Deviation: 1.000000
# CP Length           : 392
# Parallelism         : 10.441326
