750_61, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,2026,2026,2027,2029,2031,2039,1,2026,2027,2029,2031,2039,1,,,,,,,,,,,,
4,1013,1021,1035,1040,1046,1068,1,1014,1017,1020,1024,1038,1,,,,,,,,,,,,
8,507,546,571,580,591,624,1,516,522,527,532,540,1,,,,,,,,,,,,
16,277,340,357,365,373,403,1,301,311,314,318,333,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 750//tmp/750/rand0061.stg
# Precedence constraints generator : samepred
#   Random Seed       : 2394
#   Tasks             : 750 (+dummy tasks : 2)
#   Edges             : 8218 / 280875 (+dummy edges : 68)
#   Max. Predecessors : 31
#   Min. Predecessors : 0
#   Ave. Predecessors : 11.000000 (Real : 10.957333)
# Task processing time generator : unifproc
#   Random Seed       : 2393
#   Max. Proc. Time   : 10
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 5.000000 (Real : 5.402667)
# CP Length           : 277
# Parallelism         : 14.628159
