750_87, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,3975,3975,3978,3979,3982,3990,1,3975,3978,3981,3985,3996,1,,,,,,,,,,,,
4,1988,1999,2010,2015,2021,2034,1,1996,2004,2010,2016,2033,1,,,,,,,,,,,,
8,994,1074,1086,1094,1107,1137,1,1056,1075,1081,1086,1105,1,,,,,,,,,,,,
16,811,815,828,837,845,892,1,811,814,816,819,827,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 750//tmp/750/rand0087.stg
# Precedence constraints generator : samepred
#   Random Seed       : 2576
#   Tasks             : 750 (+dummy tasks : 2)
#   Edges             : 14380 / 280875 (+dummy edges : 38)
#   Max. Predecessors : 50
#   Min. Predecessors : 0
#   Ave. Predecessors : 19.000000 (Real : 19.173333)
# Task processing time generator : normproc
#   Random Seed       : 2575
#   Max. Proc. Time   : 19
#   Min. Proc. Time   : 3
#   Ave. Proc. Time   : 10.000000 (Real : 10.600000)
#   Standard Deviation: 3.000000
# CP Length           : 811
# Parallelism         : 9.802712
