750_104, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,2044,2044,2044,2045,2048,2055,1,2044,2044,2046,2047,2060,1,,,,,,,,,,,,
4,1022,,,,,,,1023,1025,1028,1030,1049,1,,,,,,,,,,,,
8,511,,,,,,,514,517,522,527,539,1,,,,,,,,,,,,
16,256,,,,,,,260,267,271,279,295,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 750//tmp/750/rand0104.stg
# Precedence constraints generator : layrpred
#   Random Seed       : 2695
#   Tasks             : 750 (+dummy tasks : 2)
#   Layers            : 75
#   Max. Layer Width  : 18
#   Min. Layer Width  : 4
#   Ave. Layer Width  : 10.000000
#   Edges             : 728 / 277182 (+dummy edges : 671)
#   Max. Predecessors : 7
#   Min. Predecessors : 0
#   Ave. Predecessors : 1.000000 (Real : 0.970667)
# Task processing time generator : expoproc
#   Random Seed       : 2694
#   Max. Proc. Time   : 33
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 5.000000 (Real : 5.449333)
# CP Length           : 54
# Parallelism         : 75.685188
