750_68, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,3970,3970,3971,3973,3977,3982,1,3970,3972,3975,3978,3990,1,,,,,,,,,,,,
4,1985,1989,1997,2002,2010,2044,1,1987,1992,1996,1999,2017,1,,,,,,,,,,,,
8,993,1013,1034,1042,1058,1137,1,996,1008,1014,1018,1041,1,,,,,,,,,,,,
16,502,558,592,606,617,676,1,543,554,559,564,581,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 750//tmp/750/rand0068.stg
# Precedence constraints generator : samepred
#   Random Seed       : 2443
#   Tasks             : 750 (+dummy tasks : 2)
#   Edges             : 8333 / 280875 (+dummy edges : 57)
#   Max. Predecessors : 37
#   Min. Predecessors : 0
#   Ave. Predecessors : 11.000000 (Real : 11.110667)
# Task processing time generator : unifproc
#   Random Seed       : 2442
#   Max. Proc. Time   : 20
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 10.000000 (Real : 10.586667)
# CP Length           : 482
# Parallelism         : 16.473028
