750_162, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,3004,3004,3005,3007,3009,3020,1,3004,3006,3008,3011,3022,1,,,,,,,,,,,,
4,1502,1508,1517,1520,1528,1548,1,1505,1509,1511,1514,1537,1,,,,,,,,,,,,
8,752,787,805,812,824,856,1,762,780,787,793,819,1,,,,,,,,,,,,
16,523,529,548,555,565,616,1,524,528,531,534,542,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 750//tmp/750/rand0162.stg
# Precedence constraints generator : samepred
#   Random Seed       : 3232
#   Tasks             : 750 (+dummy tasks : 2)
#   Edges             : 10711 / 280875 (+dummy edges : 42)
#   Max. Predecessors : 42
#   Min. Predecessors : 0
#   Ave. Predecessors : 14.000000 (Real : 14.281333)
# Task processing time generator : norm2pks
#   Random Seed       : 3231
#   Max. Proc. Time   : 18
#   Min. Proc. Time   : 1
#   Ave. Proc. Time(1): 5.000000
#   Standard Dev.(1)  : 1.000000
#   Ave. Proc. Time(2): 10.000000 (Real : 8.010667)
#   Standard Dev.(2)  : 3.000000
#   Probability of Av1: 0.500000
# CP Length           : 523
# Parallelism         : 11.487572
