750_153, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,2896,2896,2897,2899,2901,2910,1,2896,2897,2899,2902,2912,1,,,,,,,,,,,,
4,1448,1455,1465,1470,1476,1499,1,1450,1455,1458,1461,1477,1,,,,,,,,,,,,
8,724,751,780,793,809,841,1,733,738,741,745,760,1,,,,,,,,,,,,
16,363,432,474,481,494,526,1,383,393,396,400,416,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 750//tmp/750/rand0153.stg
# Precedence constraints generator : samepred
#   Random Seed       : 3169
#   Tasks             : 750 (+dummy tasks : 2)
#   Edges             : 5371 / 280875 (+dummy edges : 105)
#   Max. Predecessors : 28
#   Min. Predecessors : 0
#   Ave. Predecessors : 7.000000 (Real : 7.161333)
# Task processing time generator : unif2pks
#   Random Seed       : 3168
#   Max. Proc. Time   : 20
#   Min. Proc. Time   : 1
#   Ave. Proc. Time(1): 5.000000
#   Ave. Proc. Time(2): 10.000000 (Real : 7.722667)
#   Probability of Av1: 0.500000
# CP Length           : 328
# Parallelism         : 17.658537
