750_49, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,3876,3876,3887,3891,3897,3914,1,3876,3884,3891,3895,3911,1,,,,,,,,,,,,
4,1938,1959,1991,1997,2006,2059,1,1947,1966,1974,1983,2010,1,,,,,,,,,,,,
8,969,1096,1118,1129,1146,1206,1,1070,1084,1092,1101,1126,1,,,,,,,,,,,,
16,916,917,921,931,945,972,1,916,916,916,918,922,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 750//tmp/750/rand0049.stg
# Precedence constraints generator : layrprob
#   Random Seed       : 2310
#   Tasks             : 750 (+dummy tasks : 2)
#   Layers            : 75
#   Max. Layer Width  : 18
#   Min. Layer Width  : 4
#   Ave. Layer Width  : 10.000000
#   Edges             : 17227 / 277126 (+dummy edges : 44)
#   Max. Predecessors : 66
#   Min. Predecessors : 0
#   Ave. Predecessors : 22.969333
#   Probability       : 0.061587 (Real : 0.062163)
# Task processing time generator : expoproc
#   Random Seed       : 2309
#   Max. Proc. Time   : 70
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 10.000000 (Real : 10.336000)
# CP Length           : 916
# Parallelism         : 8.462882
