750_82, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,2037,2037,2037,2038,2040,2044,1,2037,2038,2039,2040,2051,1,,,,,,,,,,,,
4,1019,1024,1034,1038,1043,1057,1,1019,1022,1024,1027,1035,1,,,,,,,,,,,,
8,510,547,563,570,580,609,1,511,516,518,520,528,1,,,,,,,,,,,,
16,257,314,329,337,343,360,1,266,270,272,273,280,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 750//tmp/750/rand0082.stg
# Precedence constraints generator : samepred
#   Random Seed       : 2541
#   Tasks             : 750 (+dummy tasks : 2)
#   Edges             : 6744 / 280875 (+dummy edges : 89)
#   Max. Predecessors : 28
#   Min. Predecessors : 0
#   Ave. Predecessors : 9.000000 (Real : 8.992000)
# Task processing time generator : normproc
#   Random Seed       : 2540
#   Max. Proc. Time   : 8
#   Min. Proc. Time   : 2
#   Ave. Proc. Time   : 5.000000 (Real : 5.430667)
#   Standard Deviation: 1.000000
# CP Length           : 199
# Parallelism         : 20.467337
