750_135, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,2875,2875,2877,2879,2881,2890,1,2875,2878,2880,2884,2903,1,,,,,,,,,,,,
4,1438,1448,1457,1461,1467,1495,1,1442,1448,1451,1455,1478,1,,,,,,,,,,,,
8,736,809,820,830,838,873,1,792,808,814,819,834,1,,,,,,,,,,,,
16,714,714,720,730,736,764,1,714,714,714,714,714,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 750//tmp/750/rand0135.stg
# Precedence constraints generator : layrprob
#   Random Seed       : 3043
#   Tasks             : 750 (+dummy tasks : 2)
#   Layers            : 75
#   Max. Layer Width  : 19
#   Min. Layer Width  : 3
#   Ave. Layer Width  : 10.000000
#   Edges             : 37538 / 277045 (+dummy edges : 30)
#   Max. Predecessors : 118
#   Min. Predecessors : 0
#   Ave. Predecessors : 50.050667
#   Probability       : 0.135770 (Real : 0.135494)
# Task processing time generator : unif2pks
#   Random Seed       : 3042
#   Max. Proc. Time   : 20
#   Min. Proc. Time   : 1
#   Ave. Proc. Time(1): 5.000000
#   Ave. Proc. Time(2): 10.000000 (Real : 7.666667)
#   Probability of Av1: 0.500000
# CP Length           : 714
# Parallelism         : 8.053222
