750_156, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,2953,2953,2956,2960,2967,2993,1,2953,2955,2958,2963,2997,1,,,,,,,,,,,,
4,1477,1485,1507,1523,1535,1591,1,1483,1490,1496,1509,1543,1,,,,,,,,,,,,
8,739,805,839,858,876,950,1,762,786,797,806,843,1,,,,,,,,,,,,
16,498,538,574,591,612,665,1,513,522,527,533,550,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 750//tmp/750/rand0156.stg
# Precedence constraints generator : samepred
#   Random Seed       : 3190
#   Tasks             : 750 (+dummy tasks : 2)
#   Edges             : 6600 / 280875 (+dummy edges : 79)
#   Max. Predecessors : 29
#   Min. Predecessors : 0
#   Ave. Predecessors : 9.000000 (Real : 8.800000)
# Task processing time generator : expo2pks
#   Random Seed       : 3189
#   Max. Proc. Time   : 67
#   Min. Proc. Time   : 1
#   Ave. Proc. Time(1): 5.000000
#   Ave. Proc. Time(2): 10.000000 (Real : 7.874667)
#   Probability of Av1: 0.500000
# CP Length           : 498
# Parallelism         : 11.859438
