Options for the verification:
  Generating some trace
  Search order is random depth first
  Using conservative space optimisation
  Seed is 1556225941
  State space representation uses minimal constraint systems
  Using HashMap + Compress integers for discrete state storage
[2K
Verifying formula 1 at ../queries/SN_100_25_4.q:1
 -- Throughput: 15102 states/sec, Load: 52 runs[K -- Throughput: 15299 states/sec, Load: 83 runs[K -- Throughput: 15168 states/sec, Load: 115 runs[K -- Throughput: 15087 states/sec, Load: 146 runs[K -- Throughput: 15227 states/sec, Load: 178 runs[K -- Throughput: 16958 states/sec, Load: 199 runs[K -- Throughput: 23008 states/sec, Load: 199 runs[K -- Throughput: 23097 states/sec, Load: 199 runs[K -- Throughput: 15033 states/sec, Load: 41 runs[K -- Throughput: 15253 states/sec, Load: 72 runs[K -- Throughput: 15191 states/sec, Load: 103 runs[K -- Throughput: 15219 states/sec, Load: 135 runs[K -- Throughput: 15386 states/sec, Load: 166 runs[K -- Throughput: 15290 states/sec, Load: 198 runs[K -- Throughput: 22609 states/sec, Load: 199 runs[K -- Throughput: 23362 states/sec, Load: 199 runs[K -- Throughput: 15679 states/sec, Load: 26 runs[K -- Throughput: 15240 states/sec, Load: 59 runs[K -- Throughput: 15226 states/sec, Load: 90 runs[K -- Throughput: 15269 states/sec, Load: 122 runs[K -- Throughput: 15209 states/sec, Load: 153 runs[K -- Throughput: 15135 states/sec, Load: 185 runs[K -- Throughput: 17948 states/sec, Load: 199 runs[K -- Throughput: 23282 states/sec, Load: 199 runs[K -- Throughput: 22979 states/sec, Load: 3 runs[K -- Throughput: 15278 states/sec, Load: 50 runs[K -- Throughput: 15388 states/sec, Load: 82 runs[K -- Throughput: 15266 states/sec, Load: 114 runs[K -- Throughput: 15070 states/sec, Load: 145 runs[K -- Throughput: 15225 states/sec, Load: 176 runs[K -- Throughput: 16670 states/sec, Load: 199 runs[K -- Throughput: 22889 states/sec, Load: 199 runs[K -- Throughput: 23181 states/sec, Load: 199 runs[K -- Throughput: 16459 states/sec, Load: 39 runs[K -- Throughput: 15265 states/sec, Load: 73 runs[K -- Throughput: 15269 states/sec, Load: 105 runs[K -- Throughput: 15231 states/sec, Load: 136 runs[K -- Throughput: 15356 states/sec, Load: 168 runs[K -- Throughput: 15378 states/sec, Load: 199 runs[K -- Throughput: 22531 states/sec, Load: 199 runs[K -- Throughput: 22806 states/sec, Load: 199 runs[K -- Throughput: 17965 states/sec, Load: 26 runs[K -- Throughput: 15291 states/sec, Load: 63 runs[K -- Throughput: 15267 states/sec, Load: 95 runs[K -- Throughput: 15167 states/sec, Load: 127 runs[K -- Throughput: 15178 states/sec, Load: 158 runs[K -- Throughput: 15193 states/sec, Load: 189 runs[K -- Throughput: 19510 states/sec, Load: 199 runs[K -- Throughput: 22799 states/sec, Load: 199 runs[K -- Throughput: 13386 states/sec, Load: 10 runs[K -- Throughput: 15206 states/sec, Load: 37 runs[K -- Throughput: 14705 states/sec, Load: 69 runs[K -- Throughput: 15210 states/sec, Load: 99 runs[K -- Throughput: 15279 states/sec, Load: 131 runs[K -- Throughput: 15324 states/sec, Load: 162 runs[K -- Throughput: 15168 states/sec, Load: 194 runs[K -- Throughput: 20626 states/sec, Load: 199 runs[K -- Throughput: 22831 states/sec, Load: 199 runs[K -- Throughput: 19382 states/sec, Load: 16 runs[K -- Throughput: 15219 states/sec, Load: 57 runs[K -- Throughput: 15166 states/sec, Load: 88 runs[K -- Throughput: 15281 states/sec, Load: 119 runs[K -- Throughput: 15196 states/sec, Load: 151 runs[K -- Throughput: 15338 states/sec, Load: 183 runs[K -- Throughput: 17767 states/sec, Load: 199 runs[K -- Throughput: 22389 states/sec, Load: 199 runs[K -- Throughput: 22588 states/sec, Load: 199 runs[K -- Throughput: 15204 states/sec, Load: 45 runs[K -- Throughput: 15051 states/sec, Load: 77 runs[K -- Throughput: 15114 states/sec, Load: 108 runs[K -- Throughput: 14953 states/sec, Load: 139 runs[K -- Throughput: 15128 states/sec, Load: 170 runs[K -- Throughput: 15524 states/sec, Load: 199 runs[K -- Throughput: 22486 states/sec, Load: 199 runs[K -- Throughput: 22529 states/sec, Load: 199 runs[K -- Throughput: 10722 states/sec, Load: 28 runs[K -- Throughput: 15285 states/sec, Load: 50 runs[K -- Throughput: 15216 states/sec, Load: 82 runs[K -- Throughput: 15312 states/sec, Load: 113 runs[K -- Throughput: 15326 states/sec, Load: 145 runs[K -- Throughput: 15294 states/sec, Load: 177 runs[K -- Throughput: 16629 states/sec, Load: 199 runs[K -- Throughput: 22799 states/sec, Load: 199 runs[K -- Throughput: 23070 states/sec, Load: 199 runs[K -- Throughput: 16510 states/sec, Load: 39 runs[K -- Throughput: 15498 states/sec, Load: 73 runs[K -- Throughput: 15339 states/sec, Load: 105 runs[K -- Throughput: 15335 states/sec, Load: 137 runs[K -- Throughput: 15382 states/sec, Load: 168 runs[K -- Throughput: 15288 states/sec, Load: 199 runs[K -- Throughput: 22857 states/sec, Load: 199 runs[K -- Throughput: 22834 states/sec, Load: 199 runs[K -- Throughput: 17734 states/sec, Load: 28 runs[K -- Throughput: 15160 states/sec, Load: 64 runs[K -- Throughput: 15094 states/sec, Load: 96 runs[K -- Throughput: 15087 states/sec, Load: 127 runs[K -- Throughput: 15116 states/sec, Load: 158 runs[K -- Throughput: 15206 states/sec, Load: 189 runs[K -- Throughput: 19340 states/sec, Load: 199 runs[K -- Throughput: 22785 states/sec, Load: 199 runs[K -- Throughput: 20934 states/sec, Load: 9 runs[K -- Throughput: 15186 states/sec, Load: 52 runs[K -- Throughput: 15216 states/sec, Load: 84 runs[K -- Throughput: 15248 states/sec, Load: 115 runs[K -- Throughput: 15269 states/sec, Load: 147 runs[K -- Throughput: 15147 states/sec, Load: 179 runs[K -- Throughput: 16786 states/sec, Load: 199 runs[K -- Throughput: 22602 states/sec, Load: 199 runs[K -- Throughput: 22764 states/sec, Load: 199 runs[K -- Throughput: 15972 states/sec, Load: 40 runs[K -- Throughput: 15068 states/sec, Load: 73 runs[K -- Throughput: 15091 states/sec, Load: 104 runs[K -- Throughput: 14883 states/sec, Load: 135 runs[K -- Throughput: 15110 states/sec, Load: 166 runs[K -- Throughput: 15038 states/sec, Load: 197 runs[K -- Throughput: 21681 states/sec, Load: 199 runs[K -- Throughput: 22492 states/sec, Load: 199 runs[K -- Throughput: 18480 states/sec, Load: 21 runs[K -- Throughput: 15011 states/sec, Load: 59 runs[K -- Throughput: 15166 states/sec, Load: 90 runs[K -- Throughput: 15174 states/sec, Load: 122 runs[K -- Throughput: 15202 states/sec, Load: 153 runs[K -- Throughput: 15251 states/sec, Load: 184 runs[K -- Throughput: 18154 states/sec, Load: 199 runs[K -- Throughput: 22887 states/sec, Load: 199 runs[K -- Throughput: 22485 states/sec, Load: 2 runs[K -- Throughput: 15181 states/sec, Load: 49 runs[K -- Throughput: 14957 states/sec, Load: 80 runs[K -- Throughput: 15093 states/sec, Load: 111 runs[K -- Throughput: 15029 states/sec, Load: 142 runs[K -- Throughput: 15126 states/sec, Load: 173 runs[K -- Throughput: 15825 states/sec, Load: 199 runs[K -- Throughput: 22478 states/sec, Load: 199 runs[K -- Throughput: 22457 states/sec, Load: 199 runs[K -- Throughput: 16786 states/sec, Load: 31 runs[K -- Throughput: 14797 states/sec, Load: 66 runs[K -- Throughput: 15188 states/sec, Load: 97 runs[K -- Throughput: 15155 states/sec, Load: 128 runs[K -- Throughput: 15178 states/sec, Load: 160 runs[K -- Throughput: 14987 states/sec, Load: 191 runs[K -- Throughput: 19578 states/sec, Load: 199 runs[K -- Throughput: 22490 states/sec, Load: 199 runs[K -- Throughput: 9050 states/sec, Load: 10 runs[K -- Throughput: 15021 states/sec, Load: 29 runs[K -- Throughput: 15001 states/sec, Load: 60 runs[K -- Throughput: 15060 states/sec, Load: 91 runs[K -- Throughput: 15056 states/sec, Load: 122 runs[K -- Throughput: 15007 states/sec, Load: 154 runs[K -- Throughput: 15060 states/sec, Load: 185 runs[K -- Throughput: 17968 states/sec, Load: 199 runs[K -- Throughput: 22418 states/sec, Load: 199 runs[K -- Throughput: 22566 states/sec, Load: 199 runs[K -- Throughput: 14361 states/sec, Load: 47 runs[K -- Throughput: 15000 states/sec, Load: 77 runs[K -- Throughput: 15047 states/sec, Load: 108 runs[K -- Throughput: 15039 states/sec, Load: 139 runs[K -- Throughput: 15055 states/sec, Load: 170 runs[K -- Throughput: 15270 states/sec, Load: 199 runs[K -- Throughput: 22821 states/sec, Load: 199 runs[K -- Throughput: 22342 states/sec, Load: 199 runs[K -- Throughput: 17469 states/sec, Load: 28 runs[K -- Throughput: 15117 states/sec, Load: 64 runs[K -- Throughput: 15041 states/sec, Load: 95 runs[K -- Throughput: 15068 states/sec, Load: 126 runs[K -- Throughput: 15026 states/sec, Load: 157 runs[K -- Throughput: 15182 states/sec, Load: 188 runs[K -- Throughput: 19220 states/sec, Load: 199 runs[K -- Throughput: 22744 states/sec, Load: 199 runs[K -- Throughput: 20949 states/sec, Load: 8 runs[K -- Throughput: 15042 states/sec, Load: 51 runs[K -- Throughput: 15115 states/sec, Load: 82 runs[K -- Throughput: 15033 states/sec, Load: 114 runs[K -- Throughput: 15016 states/sec, Load: 145 runs[K -- Throughput: 15161 states/sec, Load: 176 runs[K -- Throughput: 16381 states/sec, Load: 199 runs[K -- Throughput: 22381 states/sec, Load: 199 runs[K -- Throughput: 22395 states/sec, Load: 199 runs[K -- Throughput: 16550 states/sec, Load: 35 runs[K -- Throughput: 14949 states/sec, Load: 69 runs[K -- Throughput: 15038 states/sec, Load: 100 runs[K -- Throughput: 14987 states/sec, Load: 131 runs[K -- Throughput: 15020 states/sec, Load: 162 runs[K -- Throughput: 14998 states/sec, Load: 193 runs[K -- Throughput: 20131 states/sec, Load: 199 runs[K -- Throughput: 22437 states/sec, Load: 199 runs[K -- Throughput: 19840 states/sec, Load: 13 runs[K -- Throughput: 15020 states/sec, Load: 55 runs[K -- Throughput: 15053 states/sec, Load: 86 runs[K -- Throughput: 15066 states/sec, Load: 117 runs[K -- Throughput: 15271 states/sec, Load: 148 runs[K -- Throughput: 15127 states/sec, Load: 180 runs[K -- Throughput: 16981 states/sec, Load: 199 runs[K -- Throughput: 22418 states/sec, Load: 199 runs[K -- Throughput: 22340 states/sec, Load: 199 runs[K -- Throughput: 7586 states/sec, Load: 40 runs[K -- Throughput: 15091 states/sec, Load: 87 runs[K -- Throughput: 15080 states/sec, Load: 118 runs[K -- Throughput: 15207 states/sec, Load: 149 runs[K -- Throughput: 15122 states/sec, Load: 181 runs[K -- Throughput: 17503 states/sec, Load: 199 runs[K -- Throughput: 22520 states/sec, Load: 199 runs[K -- Throughput: 22398 states/sec, Load: 199 runs[K -- Throughput: 15613 states/sec, Load: 42 runs[K -- Throughput: 14930 states/sec, Load: 75 runs[K -- Throughput: 14966 states/sec, Load: 106 runs[K -- Throughput: 15090 states/sec, Load: 137 runs[K -- Throughput: 14964 states/sec, Load: 168 runs[K -- Throughput: 14961 states/sec, Load: 199 runs[K -- Throughput: 21879 states/sec, Load: 199 runs[K -- Throughput: 22593 states/sec, Load: 199 runs[K -- Throughput: 18362 states/sec, Load: 23 runs[K -- Throughput: 15043 states/sec, Load: 61 runs[K -- Throughput: 14991 states/sec, Load: 92 runs[K -- Throughput: 15049 states/sec, Load: 123 runs[K -- Throughput: 15180 states/sec, Load: 154 runs[K -- Throughput: 15238 states/sec, Load: 186 runs[K -- Throughput: 18582 states/sec, Load: 199 runs[K -- Throughput: 22622 states/sec, Load: 199 runs[K -- Throughput: 21843 states/sec, Load: 4 runs[K -- Throughput: 14993 states/sec, Load: 49 runs[K -- Throughput: 15105 states/sec, Load: 80 runs[K -- Throughput: 15031 states/sec, Load: 111 runs[K -- Throughput: 15010 states/sec, Load: 142 runs[K -- Throughput: 15121 states/sec, Load: 173 runs[K -- Throughput: 15828 states/sec, Load: 199 runs[K -- Throughput: 22389 states/sec, Load: 199 runs[K -- Throughput: 22604 states/sec, Load: 199 runs[K -- Throughput: 16907 states/sec, Load: 32 runs[K -- Throughput: 15042 states/sec, Load: 67 runs[K -- Throughput: 15082 states/sec, Load: 98 runs[K -- Throughput: 14987 states/sec, Load: 129 runs[K -- Throughput: 15044 states/sec, Load: 160 runs[K -- Throughput: 15148 states/sec, Load: 191 runs[K -- Throughput: 19695 states/sec, Load: 199 runs[K -- Throughput: 22595 states/sec, Load: 199 runs[K -- Throughput: 8280 states/sec, Load: 11 runs[K -- Throughput: 15148 states/sec, Load: 28 runs[K -- Throughput: 15150 states/sec, Load: 60 runs[K -- Throughput: 15072 states/sec, Load: 91 runs[K -- Throughput: 15040 states/sec, Load: 122 runs[K -- Throughput: 15075 states/sec, Load: 153 runs[K -- Throughput: 15236 states/sec, Load: 184 runs[K -- Throughput: 18092 states/sec, Load: 199 runs[K -- Throughput: 22711 states/sec, Load: 199 runs[K -- Throughput: 9795 states/sec, Load: 2 runs[K -- Throughput: 15096 states/sec, Load: 22 runs[K -- Throughput: 15224 states/sec, Load: 53 runs[K -- Throughput: 15211 states/sec, Load: 85 runs[K -- Throughput: 15129 states/sec, Load: 116 runs[K -- Throughput: 15101 states/sec, Load: 147 runs[K -- Throughput: 15140 states/sec, Load: 179 runs[K -- Throughput: 17037 states/sec, Load: 199 runs[K -- Throughput: 22522 states/sec, Load: 199 runs[K -- Throughput: 22894 states/sec, Load: 199 runs[K[2K -- Formula is satisfied.
(9000 runs)
Learning statistics for best strategy: 
	Number of resets: 0
	Number of iterations in last reset: 29
	Number of iterations in total: 29

 -- States explored : 4333022 states
 -- CPU user time used : 258370 ms
 -- Virtual memory used : 4437800 KiB
 -- Resident memory used : 4388004 KiB
[2K
Verifying formula 2 at ../queries/SN_100_25_4.q:2
 -- Throughput: 0 states/sec, Load: 2000 runs[K[2K -- Formula is satisfied.
Composer.Done:
[0]: (0,0) (266.3967243917546,1)
[1]: (263.0211314353605,1)
[2]: (260.2095478632405,1)
[3]: (263.1511012200046,1)
[4]: (261.7393939077914,1)
[5]: (265.1761518481767,1)
[6]: (267.1985312994632,1)
[7]: (264.0245140892726,1)
[8]: (262.3617707638228,1)
[9]: (266.2307309557747,1)
[10]: (266.9046126064329,1)
[11]: (261.279016166196,1)
[12]: (262.2204176095963,1)
[13]: (267.1470615293351,1)
[14]: (262.0801170462,1)
[15]: (268.069917309095,1)
[16]: (259.0938202865387,1)
[17]: (280.3350977869383,1)
[18]: (265.0386050785474,1)
[19]: (263.3281602241527,1)
[20]: (265.2380883538741,1)
[21]: (268.3168264640457,1)
[22]: (262.0324927924857,1)
[23]: (261.2768589506998,1)
[24]: (262.3584401377695,1)
[25]: (268.0601080136787,1)
[26]: (266.0303643702316,1)
[27]: (264.4281235230342,1)
[28]: (265.4862098312013,1)
[29]: (260.2426974228791,1)
[30]: (266.1874724871321,1)
[31]: (262.0347947067422,1)
[32]: (268.0782079453991,1)
[33]: (265.7315852569361,1)
[34]: (261.1854024604482,1)
[35]: (263.1618151481225,1)
[36]: (263.1223150751366,1)
[37]: (263.1662216933266,1)
[38]: (264.3585949837725,1)
[39]: (264.1282373298652,1)
[40]: (268.0841928880309,1)
[41]: (262.0637174741757,1)
[42]: (261.7853756215376,1)
[43]: (263.5637091811308,1)
[44]: (261.2363442174748,1)
[45]: (267.4032896728892,1)
[46]: (264.0015441308074,1)
[47]: (264.4218312374426,1)
[48]: (267.1150886459731,1)
[49]: (262.5893435630295,1)
[50]: (262.2317472992556,1)
[51]: (267.8478128839063,1)
[52]: (262.558435971625,1)
[53]: (265.6910098243577,1)
[54]: (262.146275461294,1)
[55]: (264.6002902234646,1)
[56]: (263.2795911486701,1)
[57]: (265.1122122622697,1)
[58]: (271.1241221891589,1)
[59]: (265.2020321117447,1)
[60]: (264.0362634486519,1)
[61]: (266.2964136489637,1)
[62]: (274.3329868755318,1)
[63]: (261.2289576332443,1)
[64]: (263.4456435956502,1)
[65]: (267.6474688499464,1)
[66]: (267.4621421738533,1)
[67]: (267.3603600038778,1)
[68]: (267.1806344275871,1)
[69]: (259.4822761607055,1)
[70]: (261.238547579021,1)
[71]: (264.3003947411247,1)
[72]: (266.0088967449593,1)
[73]: (268.014416258372,1)
[74]: (270.0298926867038,1)
[75]: (263.0470012463612,1)
[76]: (266.4483089436122,1)
[77]: (264.0146705122835,1)
[78]: (262.7826895606953,1)
[79]: (267.3664947407906,1)
[80]: (269.3202082886893,1)
[81]: (263.8604492464607,1)
[82]: (265.5825549656241,1)
[83]: (263.0997899827506,1)
[84]: (262.1186376497848,1)
[85]: (260.173090952771,1)
[86]: (273.2433724607402,1)
[87]: (263.3706786056106,1)
[88]: (261.0194756286118,1)
[89]: (264.4417893318024,1)
[90]: (263.074754220078,1)
[91]: (267.2394307213408,1)
[92]: (261.4876115530863,1)
[93]: (262.0511148052259,1)
[94]: (261.1132245054439,1)
[95]: (267.2518537985518,1)
[96]: (262.6426465603175,1)
[97]: (260.2118108181702,1)
[98]: (262.6749302273806,1)
[99]: (264.0670469489522,1)
[100]: (266.8404531256108,1)
[101]: (264.2977524414604,1)
[102]: (266.7410514720587,1)
[103]: (261.1998051008094,1)
[104]: (264.1018946525892,1)
[105]: (261.7921035090203,1)
[106]: (265.2529521981925,1)
[107]: (264.1529632905158,1)
[108]: (267.0363504914126,1)
[109]: (265.0168980989226,1)
[110]: (265.5192054410336,1)
[111]: (263.1320995251743,1)
[112]: (262.3724953793565,1)
[113]: (263.5425631620391,1)
[114]: (268.3369390887493,1)
[115]: (260.756176770461,1)
[116]: (261.5215231101353,1)
[117]: (265.8403809353755,1)
[118]: (261.6158515617006,1)
[119]: (262.7475218056314,1)
[120]: (264.3161491963216,1)
[121]: (267.7718538922246,1)
[122]: (270.6127220549716,1)
[123]: (264.1378633070118,1)
[124]: (269.2081097896664,1)
[125]: (266.7323209071064,1)
[126]: (272.194539320589,1)
[127]: (265.6941001171043,1)
[128]: (267.0600804809619,1)
[129]: (262.0205376286794,1)
[130]: (265.1182064064022,1)
[131]: (267.81609855107,1)
[132]: (263.1647342425597,1)
[133]: (261.0359066220645,1)
[134]: (265.5253532070566,1)
[135]: (269.395421778586,1)
[136]: (269.0556963001263,1)
[137]: (270.1673648811309,1)
[138]: (262.2993048033505,1)
[139]: (266.567947737362,1)
[140]: (264.0257782398728,1)
[141]: (269.0639204691949,1)
[142]: (261.0534046750048,1)
[143]: (264.4705948731737,1)
[144]: (268.0601253213356,1)
[145]: (262.188764504952,1)
[146]: (266.0974077682863,1)
[147]: (267.1758466954115,1)
[148]: (266.1563971795981,1)
[149]: (262.2088802233808,1)
[150]: (275.3987778015651,1)
[151]: (268.1425539907395,1)
[152]: (263.213698489875,1)
[153]: (269.4031945366598,1)
[154]: (265.2492221543825,1)
[155]: (267.5509750980027,1)
[156]: (269.1419734454987,1)
[157]: (263.0539344737712,1)
[158]: (261.2472731711359,1)
[159]: (260.4887719878494,1)
[160]: (267.3901169808629,1)
[161]: (262.1584545843645,1)
[162]: (263.187988993588,1)
[163]: (267.245864354918,1)
[164]: (261.4004787019545,1)
[165]: (268.0358087840649,1)
[166]: (263.2170390703815,1)
[167]: (266.517982468938,1)
[168]: (264.0577835014209,1)
[169]: (265.4008485296662,1)
[170]: (264.0367050425926,1)
[171]: (259.3144634858429,1)
[172]: (265.46034557372,1)
[173]: (265.0536567617278,1)
[174]: (262.2212168443357,1)
[175]: (267.1189971394798,1)
[176]: (262.1505119680379,1)
[177]: (264.0245929278893,1)
[178]: (267.4187042145743,1)
[179]: (264.594487956802,1)
[180]: (261.0183238122593,1)
[181]: (260.1085973360397,1)
[182]: (270.0879311000605,1)
[183]: (274.4772688376164,1)
[184]: (264.0287292730181,1)
[185]: (271.4056000428429,1)
[186]: (263.5198322283812,1)
[187]: (265.3101387099262,1)
[188]: (270.3592194244985,1)
[189]: (267.1230009892906,1)
[190]: (260.7448983983403,1)
[191]: (263.7867419562921,1)
[192]: (262.6153180161198,1)
[193]: (263.3544807183339,1)
[194]: (261.1134540812638,1)
[195]: (263.9377501975171,1)
[196]: (271.5221454183351,1)
[197]: (264.3916775497884,1)
[198]: (259.4443874107066,1)
[199]: (271.0800896338545,1)
[200]: (264.365014313851,1)
[201]: (269.0194637435436,1)
[202]: (260.8752683854434,1)
[203]: (267.0950073164488,1)
[204]: (260.1841848652273,1)
[205]: (266.8144219324387,1)
[206]: (268.1154848872787,1)
[207]: (263.0498134286459,1)
[208]: (265.2644436627746,1)
[209]: (265.614008043357,1)
[210]: (267.2200701201697,1)
[211]: (266.3093945121147,1)
[212]: (263.1811206484685,1)
[213]: (260.3802789262987,1)
[214]: (262.8505525768694,1)
[215]: (260.0653243226919,1)
[216]: (263.4136981994633,1)
[217]: (264.1478277541996,1)
[218]: (264.0752485448465,1)
[219]: (267.4010455612771,1)
[220]: (262.8276600003625,1)
[221]: (264.9628581019224,1)
[222]: (262.0493171683048,1)
[223]: (264.238110619374,1)
[224]: (267.6871973568658,1)
[225]: (261.0701499981163,1)
[226]: (262.6552555563486,1)
[227]: (263.3561521958056,1)
[228]: (262.0092901462762,1)
[229]: (264.1518792065811,1)
[230]: (268.0692597531775,1)
[231]: (262.0784193584091,1)
[232]: (270.024157376168,1)
[233]: (264.3627364729845,1)
[234]: (264.1521075514116,1)
[235]: (271.0017568838515,1)
[236]: (270.2534533387112,1)
[237]: (265.1625560129542,1)
[238]: (263.2075599902433,1)
[239]: (260.7059553839794,1)
[240]: (262.115939362292,1)
[241]: (267.2608868057461,1)
[242]: (265.4999891048022,1)
[243]: (261.1557549899241,1)
[244]: (267.1220487030422,1)
[245]: (259.9086310162415,1)
[246]: (266.6394706653259,1)
[247]: (260.3271060984309,1)
[248]: (266.1086880957592,1)
[249]: (262.0312305984044,1)
[250]: (268.774430104297,1)
[251]: (264.1685098104562,1)
[252]: (264.0242526975011,1)
[253]: (264.4051891733401,1)
[254]: (262.0944061853922,1)
[255]: (267.5403224684998,1)
[256]: (265.0193876411866,1)
[257]: (262.4628162771755,1)
[258]: (262.9586987478615,1)
[259]: (268.2492918659552,1)
[260]: (266.1489600428248,1)
[261]: (262.330887002995,1)
[262]: (264.3939810659509,1)
[263]: (262.7723337991462,1)
[264]: (262.4832554496363,1)
[265]: (263.1097427733428,1)
[266]: (265.3148751515368,1)
[267]: (259.2879306887374,1)
[268]: (266.0193843868063,1)
[269]: (264.4143501608691,1)
[270]: (262.2840456497203,1)
[271]: (263.6039854342791,1)
[272]: (262.0502054446461,1)
[273]: (263.4520380135875,1)
[274]: (263.2207590165765,1)
[275]: (267.1366792439192,1)
[276]: (267.2609998785705,1)
[277]: (265.0642174132909,1)
[278]: (268.2684940241166,1)
[279]: (270.6267367548526,1)
[280]: (264.0556191478015,1)
[281]: (265.1038168509821,1)
[282]: (264.5431143504069,1)
[283]: (268.0047829926746,1)
[284]: (263.2285615828657,1)
[285]: (266.3561480552605,1)
[286]: (266.4954362166325,1)
[287]: (262.0213628793751,1)
[288]: (261.0781060800447,1)
[289]: (263.0959069412685,1)
[290]: (262.6236248204788,1)
[291]: (263.1861741222074,1)
[292]: (262.428274696012,1)
[293]: (262.148000383745,1)
[294]: (264.1110907582071,1)
[295]: (270.4797211415097,1)
[296]: (266.2639820162627,1)
[297]: (263.2953528338058,1)
[298]: (265.0111215862154,1)
[299]: (266.0149510297171,1)
[300]: (263.2699320758869,1)
[301]: (262.1456456388518,1)
[302]: (265.9144288865974,1)
[303]: (265.8180418713147,1)
[304]: (267.100438329881,1)
[305]: (275.5376657324169,1)
[306]: (265.1120844102303,1)
[307]: (262.0266196721947,1)
[308]: (265.2293389946799,1)
[309]: (263.2116827260665,1)
[310]: (269.2260380878197,1)
[311]: (266.4912167229177,1)
[312]: (267.2769722108179,1)
[313]: (263.0545455513645,1)
[314]: (260.0621334491006,1)
[315]: (264.9540554553857,1)
[316]: (268.120108029202,1)
[317]: (262.2605669941277,1)
[318]: (266.2089994720998,1)
[319]: (266.1568784870042,1)
[320]: (262.0889712794754,1)
[321]: (262.0473155507074,1)
[322]: (263.0372917055066,1)
[323]: (260.9233137542089,1)
[324]: (263.2431977969758,1)
[325]: (268.5385754809881,1)
[326]: (262.2295782745586,1)
[327]: (262.2609714133968,1)
[328]: (263.2942174429767,1)
[329]: (264.9491925288622,1)
[330]: (261.0458537753634,1)
[331]: (268.2504989255735,1)
[332]: (267.3482477530345,1)
[333]: (262.7284036031497,1)
[334]: (264.2085827631303,1)
[335]: (274.3232484981375,1)
[336]: (262.0238232308912,1)
[337]: (265.3043049831905,1)
[338]: (265.917563508587,1)
[339]: (264.0289248223834,1)
[340]: (260.8276819034292,1)
[341]: (263.3630355528619,1)
[342]: (261.1010632684979,1)
[343]: (263.1072417030192,1)
[344]: (267.090997545413,1)
[345]: (263.024227359016,1)
[346]: (267.3379990219408,1)
[347]: (261.2615545320702,1)
[348]: (267.1036195694998,1)
[349]: (265.1138705475776,1)
[350]: (266.3534871545315,1)
[351]: (267.0858250510144,1)
[352]: (262.2166888903427,1)
[353]: (261.3065559198359,1)
[354]: (262.1488968537926,1)
[355]: (268.1362234041356,1)
[356]: (263.3656038757898,1)
[357]: (266.564331375609,1)
[358]: (259.2169113814114,1)
[359]: (264.0543038370916,1)
[360]: (262.1418376581709,1)
[361]: (267.1572230560876,1)
[362]: (272.2810501048516,1)
[363]: (269.0813939241681,1)
[364]: (261.0357142950811,1)
[365]: (268.3294182900943,1)
[366]: (265.1802347169772,1)
[367]: (260.5583936381825,1)
[368]: (264.2421526233537,1)
[369]: (264.2743459507029,1)
[370]: (267.2408170583179,1)
[371]: (263.6705373980196,1)
[372]: (264.0351401786835,1)
[373]: (263.8862371437382,1)
[374]: (269.1422965405756,1)
[375]: (263.0633094304462,1)
[376]: (266.6866259488399,1)
[377]: (265.4300675043617,1)
[378]: (270.2971856346998,1)
[379]: (267.3487596885075,1)
[380]: (270.360613629812,1)
[381]: (267.0626210002628,1)
[382]: (271.1736046836359,1)
[383]: (263.1096359785768,1)
[384]: (264.2316435402491,1)
[385]: (267.4625103607057,1)
[386]: (271.0899014554066,1)
[387]: (264.633553913611,1)
[388]: (260.0020013995855,1)
[389]: (266.2615329905518,1)
[390]: (262.0729095082405,1)
[391]: (261.1706763313284,1)
[392]: (267.3300887594025,1)
[393]: (264.1352462187348,1)
[394]: (264.3219290155296,1)
[395]: (263.155195988087,1)
[396]: (262.0370053143985,1)
[397]: (266.0244814170262,1)
[398]: (268.2037575932794,1)
[399]: (266.833871292426,1)
[400]: (267.760336025918,1)
[401]: (270.4476615973077,1)
[402]: (260.7748057797017,1)
[403]: (261.3854049700932,1)
[404]: (266.0935377224731,1)
[405]: (263.2965596719731,1)
[406]: (262.0305306087748,1)
[407]: (269.0630391677862,1)
[408]: (270.080470799541,1)
[409]: (265.1450050413428,1)
[410]: (264.065223833546,1)
[411]: (263.4220086613685,1)
[412]: (266.9247974278562,1)
[413]: (262.5652533429612,1)
[414]: (266.3929507600183,1)
[415]: (261.2397037439249,1)
[416]: (262.0258054917259,1)
[417]: (262.4568667758416,1)
[418]: (269.257680431276,1)
[419]: (264.0339044578201,1)
[420]: (265.5300804075422,1)
[421]: (262.3487550176657,1)
[422]: (264.1268200318242,1)
[423]: (267.106227298777,1)
[424]: (272.755349069265,1)
[425]: (264.0436631842672,1)
[426]: (269.7344863094258,1)
[427]: (261.9218421127117,1)
[428]: (269.0983953593982,1)
[429]: (266.1119842401034,1)
[430]: (266.1947182321784,1)
[431]: (267.3368178093465,1)
[432]: (263.057561614403,1)
[433]: (261.146359973762,1)
[434]: (260.2078969222137,1)
[435]: (266.1757128672248,1)
[436]: (260.5909393960142,1)
[437]: (266.1164568109184,1)
[438]: (268.1753005406653,1)
