500_165, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,1905,1905,1907,1908,1911,1924,1,1905,1907,1909,1911,1919,1,,,,,,,,,,,,
4,953,956,963,967,972,994,1,954,960,963,966,976,1,,,,,,,,,,,,
8,477,503,515,520,531,551,1,489,503,507,512,527,1,,,,,,,,,,,,
16,406,406,409,415,421,440,1,406,406,406,406,406,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 500//tmp/500/rand0165.stg
# Precedence constraints generator : layrpred
#   Random Seed       : 2829
#   Tasks             : 500 (+dummy tasks : 2)
#   Layers            : 50
#   Max. Layer Width  : 16
#   Min. Layer Width  : 5
#   Ave. Layer Width  : 10.000000
#   Edges             : 9426 / 122310 (+dummy edges : 37)
#   Max. Predecessors : 45
#   Min. Predecessors : 0
#   Ave. Predecessors : 19.000000 (Real : 18.852000)
# Task processing time generator : unif2pks
#   Random Seed       : 2828
#   Max. Proc. Time   : 20
#   Min. Proc. Time   : 1
#   Ave. Proc. Time(1): 5.000000
#   Ave. Proc. Time(2): 10.000000 (Real : 7.620000)
#   Probability of Av1: 0.500000
# CP Length           : 406
# Parallelism         : 9.384236
