500_51, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,1356,1356,1356,1357,1358,1365,1,1356,1357,1358,1359,1361,1,,,,,,,,,,,,
4,678,680,688,691,694,713,1,678,681,682,684,695,1,,,,,,,,,,,,
8,339,354,364,370,377,394,1,342,345,348,351,360,1,,,,,,,,,,,,
16,212,225,236,241,244,261,1,213,216,218,219,222,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 500//tmp/500/rand0051.stg
# Precedence constraints generator : layrprob
#   Random Seed       : 1480
#   Tasks             : 500 (+dummy tasks : 2)
#   Layers            : 50
#   Max. Layer Width  : 17
#   Min. Layer Width  : 2
#   Ave. Layer Width  : 10.000000
#   Edges             : 9353 / 122248 (+dummy edges : 40)
#   Max. Predecessors : 48
#   Min. Predecessors : 0
#   Ave. Predecessors : 18.706000
#   Probability       : 0.076476 (Real : 0.076508)
# Task processing time generator : normproc
#   Random Seed       : 1479
#   Max. Proc. Time   : 8
#   Min. Proc. Time   : 2
#   Ave. Proc. Time   : 5.000000 (Real : 5.422000)
#   Standard Deviation: 1.000000
# CP Length           : 212
# Parallelism         : 12.787736
