500_13, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,1307,1307,1314,1317,1322,1338,1,1307,1312,1316,1322,1339,1,,,,,,,,,,,,
4,654,697,709,714,720,743,1,678,696,701,708,725,1,,,,,,,,,,,,
8,508,514,519,523,528,560,1,509,513,515,516,520,1,,,,,,,,,,,,
16,508,508,510,513,518,548,1,508,508,508,508,508,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 500//tmp/500/rand0013.stg
# Precedence constraints generator : sameprob
#   Random Seed       : 1214
#   Tasks             : 500 (+dummy tasks : 2)
#   Edges             : 11210 / 124750 (+dummy edges : 22)
#   Max. Predecessors : 55
#   Min. Predecessors : 0
#   Ave. Predecessors : 22.420000
#   Probability       : 0.090745 (Real : 0.089860)
# Task processing time generator : expoproc
#   Random Seed       : 1213
#   Max. Proc. Time   : 42
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 5.000000 (Real : 5.226000)
# CP Length           : 508
# Parallelism         : 5.143701
