500_138, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,1932,1932,1934,1936,1939,1948,1,1932,1936,1938,1942,1952,1,,,,,,,,,,,,
4,966,973,980,985,991,1014,1,969,979,985,989,1000,1,,,,,,,,,,,,
8,551,575,586,590,597,625,1,572,579,584,588,603,1,,,,,,,,,,,,
16,551,551,551,553,559,574,1,551,551,551,551,551,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 500//tmp/500/rand0138.stg
# Precedence constraints generator : layrprob
#   Random Seed       : 2638
#   Tasks             : 500 (+dummy tasks : 2)
#   Layers            : 50
#   Max. Layer Width  : 18
#   Min. Layer Width  : 3
#   Ave. Layer Width  : 10.000000
#   Edges             : 21847 / 122252 (+dummy edges : 28)
#   Max. Predecessors : 100
#   Min. Predecessors : 0
#   Ave. Predecessors : 43.694000
#   Probability       : 0.179071 (Real : 0.178705)
# Task processing time generator : unif2pks
#   Random Seed       : 2637
#   Max. Proc. Time   : 20
#   Min. Proc. Time   : 1
#   Ave. Proc. Time(1): 5.000000
#   Ave. Proc. Time(2): 10.000000 (Real : 7.728000)
#   Probability of Av1: 0.500000
# CP Length           : 551
# Parallelism         : 7.012704
