500_35, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,2603,2603,2606,2610,2614,2634,1,2603,2608,2611,2615,2626,1,,,,,,,,,,,,
4,1302,1308,1321,1327,1332,1347,1,1309,1319,1324,1331,1356,1,,,,,,,,,,,,
8,737,772,788,796,803,821,1,770,784,790,796,817,1,,,,,,,,,,,,
16,737,737,739,742,748,764,1,737,737,737,737,737,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 500//tmp/500/rand0035.stg
# Precedence constraints generator : layrprob
#   Random Seed       : 1368
#   Tasks             : 500 (+dummy tasks : 2)
#   Layers            : 50
#   Max. Layer Width  : 21
#   Min. Layer Width  : 4
#   Ave. Layer Width  : 10.000000
#   Edges             : 21739 / 122213 (+dummy edges : 23)
#   Max. Predecessors : 100
#   Min. Predecessors : 0
#   Ave. Predecessors : 43.478000
#   Probability       : 0.177221 (Real : 0.177878)
# Task processing time generator : unifproc
#   Random Seed       : 1367
#   Max. Proc. Time   : 20
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 10.000000 (Real : 10.410000)
# CP Length           : 737
# Parallelism         : 7.062415
