500_30, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,1452,1452,1453,1454,1455,1460,1,1452,1453,1455,1456,1462,1,,,,,,,,,,,,
4,726,730,736,738,744,754,1,729,732,734,736,749,1,,,,,,,,,,,,
8,363,387,398,403,407,422,1,379,387,388,392,405,1,,,,,,,,,,,,
16,310,311,320,324,331,345,1,310,310,310,310,311,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 500//tmp/500/rand0030.stg
# Precedence constraints generator : layrprob
#   Random Seed       : 1333
#   Tasks             : 500 (+dummy tasks : 2)
#   Layers            : 50
#   Max. Layer Width  : 18
#   Min. Layer Width  : 4
#   Ave. Layer Width  : 10.000000
#   Edges             : 11792 / 122310 (+dummy edges : 37)
#   Max. Predecessors : 59
#   Min. Predecessors : 0
#   Ave. Predecessors : 23.584000
#   Probability       : 0.096204 (Real : 0.096411)
# Task processing time generator : unifproc
#   Random Seed       : 1332
#   Max. Proc. Time   : 10
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 5.000000 (Real : 5.806000)
# CP Length           : 310
# Parallelism         : 9.364516
