500_40, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,1379,1379,1380,1381,1384,1395,1,1379,1380,1381,1383,1392,1,,,,,,,,,,,,
4,690,698,707,713,721,789,1,690,694,697,701,720,1,,,,,,,,,,,,
8,367,408,418,424,432,456,1,389,398,401,405,415,1,,,,,,,,,,,,
16,367,367,372,377,385,410,1,367,367,367,367,368,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 500//tmp/500/rand0040.stg
# Precedence constraints generator : layrprob
#   Random Seed       : 1403
#   Tasks             : 500 (+dummy tasks : 2)
#   Layers            : 50
#   Max. Layer Width  : 18
#   Min. Layer Width  : 4
#   Ave. Layer Width  : 10.000000
#   Edges             : 13424 / 122262 (+dummy edges : 36)
#   Max. Predecessors : 67
#   Min. Predecessors : 0
#   Ave. Predecessors : 26.848000
#   Probability       : 0.108238 (Real : 0.109797)
# Task processing time generator : expoproc
#   Random Seed       : 1402
#   Max. Proc. Time   : 37
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 5.000000 (Real : 5.514000)
# CP Length           : 367
# Parallelism         : 7.512261
