500_173, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,2022,2022,2025,2028,2031,2048,1,2022,2023,2028,2031,2044,1,,,,,,,,,,,,
4,1011,1021,1030,1037,1046,1093,1,1014,1021,1027,1032,1048,1,,,,,,,,,,,,
8,506,549,570,587,604,664,1,539,553,556,562,596,1,,,,,,,,,,,,
16,413,415,425,432,444,501,1,413,415,416,417,419,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 500//tmp/500/rand0173.stg
# Precedence constraints generator : layrpred
#   Random Seed       : 2885
#   Tasks             : 500 (+dummy tasks : 2)
#   Layers            : 50
#   Max. Layer Width  : 16
#   Min. Layer Width  : 6
#   Ave. Layer Width  : 10.000000
#   Edges             : 6467 / 122328 (+dummy edges : 49)
#   Max. Predecessors : 36
#   Min. Predecessors : 0
#   Ave. Predecessors : 13.000000 (Real : 12.934000)
# Task processing time generator : expo2pks
#   Random Seed       : 2884
#   Max. Proc. Time   : 60
#   Min. Proc. Time   : 1
#   Ave. Proc. Time(1): 5.000000
#   Ave. Proc. Time(2): 10.000000 (Real : 8.088000)
#   Probability of Av1: 0.500000
# CP Length           : 413
# Parallelism         : 9.791767
