500_171, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,2189,2189,2193,2199,2206,2224,1,2189,2192,2202,2213,2226,1,,,,,,,,,,,,
4,1095,1109,1125,1131,1139,1183,1,1098,1116,1125,1134,1150,1,,,,,,,,,,,,
8,548,588,613,626,648,758,1,566,587,593,599,610,1,,,,,,,,,,,,
16,295,366,405,430,454,533,1,332,342,348,353,377,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 500//tmp/500/rand0171.stg
# Precedence constraints generator : layrpred
#   Random Seed       : 2871
#   Tasks             : 500 (+dummy tasks : 2)
#   Layers            : 50
#   Max. Layer Width  : 19
#   Min. Layer Width  : 5
#   Ave. Layer Width  : 10.000000
#   Edges             : 2475 / 122247 (+dummy edges : 117)
#   Max. Predecessors : 16
#   Min. Predecessors : 0
#   Ave. Predecessors : 5.000000 (Real : 4.950000)
# Task processing time generator : expo2pks
#   Random Seed       : 2870
#   Max. Proc. Time   : 75
#   Min. Proc. Time   : 1
#   Ave. Proc. Time(1): 5.000000
#   Ave. Proc. Time(2): 10.000000 (Real : 8.756000)
#   Probability of Av1: 0.500000
# CP Length           : 295
# Parallelism         : 14.840678
