500_112, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,1381,1381,1382,1382,1383,1386,1,1381,1382,1383,1384,1394,1,,,,,,,,,,,,
4,691,695,700,703,706,719,1,691,693,694,696,701,1,,,,,,,,,,,,
8,346,360,376,382,390,416,1,347,350,351,353,360,1,,,,,,,,,,,,
16,174,205,219,226,233,249,1,178,181,183,185,191,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 500//tmp/500/rand0112.stg
# Precedence constraints generator : layrpred
#   Random Seed       : 1907
#   Tasks             : 500 (+dummy tasks : 2)
#   Layers            : 50
#   Max. Layer Width  : 18
#   Min. Layer Width  : 5
#   Ave. Layer Width  : 10.000000
#   Edges             : 3530 / 122287 (+dummy edges : 80)
#   Max. Predecessors : 25
#   Min. Predecessors : 0
#   Ave. Predecessors : 7.000000 (Real : 7.060000)
# Task processing time generator : normproc
#   Random Seed       : 1906
#   Max. Proc. Time   : 9
#   Min. Proc. Time   : 2
#   Ave. Proc. Time   : 5.000000 (Real : 5.524000)
#   Standard Deviation: 1.000000
# CP Length           : 128
# Parallelism         : 21.578125
