500_21, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,1379,1397,1407,1411,1415,1425,1,1397,1410,1414,1421,1434,1,,,,,,,,,,,,
4,764,823,836,840,847,863,1,818,838,843,847,860,1,,,,,,,,,,,,
8,745,745,745,747,751,757,1,745,745,745,745,745,1,,,,,,,,,,,,
16,745,745,745,746,750,762,1,745,745,745,745,745,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 500//tmp/500/rand0021.stg
# Precedence constraints generator : sameprob
#   Random Seed       : 1270
#   Tasks             : 500 (+dummy tasks : 2)
#   Edges             : 23762 / 124750 (+dummy edges : 10)
#   Max. Predecessors : 110
#   Min. Predecessors : 0
#   Ave. Predecessors : 47.524000
#   Probability       : 0.190372 (Real : 0.190477)
# Task processing time generator : normproc
#   Random Seed       : 1269
#   Max. Proc. Time   : 8
#   Min. Proc. Time   : 3
#   Ave. Proc. Time   : 5.000000 (Real : 5.516000)
#   Standard Deviation: 1.000000
# CP Length           : 745
# Parallelism         : 3.702013
