500_81, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,1373,1373,1373,1374,1375,1379,1,1373,1374,1374,1375,1383,1,,,,,,,,,,,,
4,687,690,696,699,702,713,1,687,689,691,692,698,1,,,,,,,,,,,,
8,344,361,375,380,387,412,1,346,349,352,355,366,1,,,,,,,,,,,,
16,181,212,220,226,229,247,1,194,199,202,205,210,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 500//tmp/500/rand0081.stg
# Precedence constraints generator : samepred
#   Random Seed       : 1690
#   Tasks             : 500 (+dummy tasks : 2)
#   Edges             : 3977 / 124750 (+dummy edges : 64)
#   Max. Predecessors : 25
#   Min. Predecessors : 0
#   Ave. Predecessors : 8.000000 (Real : 7.954000)
# Task processing time generator : normproc
#   Random Seed       : 1689
#   Max. Proc. Time   : 8
#   Min. Proc. Time   : 2
#   Ave. Proc. Time   : 5.000000 (Real : 5.490000)
#   Standard Deviation: 1.000000
# CP Length           : 181
# Parallelism         : 15.165746
