500_93, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,1404,1404,1404,1406,1407,1411,1,1404,1405,1406,1408,1412,1,,,,,,,,,,,,
4,702,706,712,716,721,742,1,703,706,707,711,719,1,,,,,,,,,,,,
8,351,369,378,385,392,416,1,358,363,366,369,382,1,,,,,,,,,,,,
16,265,267,274,278,285,302,1,265,265,266,266,269,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 500//tmp/500/rand0093.stg
# Precedence constraints generator : layrpred
#   Random Seed       : 1774
#   Tasks             : 500 (+dummy tasks : 2)
#   Layers            : 50
#   Max. Layer Width  : 20
#   Min. Layer Width  : 4
#   Ave. Layer Width  : 10.000000
#   Edges             : 9006 / 122244 (+dummy edges : 41)
#   Max. Predecessors : 50
#   Min. Predecessors : 0
#   Ave. Predecessors : 18.000000 (Real : 18.012000)
# Task processing time generator : unifproc
#   Random Seed       : 1773
#   Max. Proc. Time   : 10
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 5.000000 (Real : 5.614000)
# CP Length           : 265
# Parallelism         : 10.592453
