1000_12, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,2590,2591,2598,2602,2607,2629,1,2591,2595,2598,2603,2622,1,,,,,,,,,,,,
4,1295,1357,1373,1381,1392,1414,1,1321,1339,1345,1355,1385,1,,,,,,,,,,,,
8,911,938,948,954,965,990,1,921,927,930,933,942,1,,,,,,,,,,,,
16,911,911,921,930,937,964,1,911,911,911,911,911,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 1000//tmp/1000/rand0012.stg
# Precedence constraints generator : sameprob
#   Random Seed       : 2895
#   Tasks             : 1000 (+dummy tasks : 2)
#   Edges             : 39909 / 499500 (+dummy edges : 24)
#   Max. Predecessors : 95
#   Min. Predecessors : 0
#   Ave. Predecessors : 39.909000
#   Probability       : 0.079576 (Real : 0.079898)
# Task processing time generator : expoproc
#   Random Seed       : 2894
#   Max. Proc. Time   : 38
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 5.000000 (Real : 5.180000)
# CP Length           : 911
# Parallelism         : 5.686059
