1000_168, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,3904,3904,3905,3908,3910,3920,1,3904,3906,3908,3911,3930,1,,,,,,,,,,,,
4,1952,1964,1973,1981,1988,2010,1,1954,1960,1964,1970,1989,1,,,,,,,,,,,,
8,976,1029,1056,1068,1085,1141,1,986,996,1001,1005,1021,1,,,,,,,,,,,,
16,489,608,628,638,663,692,1,519,529,533,536,552,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 1000//tmp/1000/rand0168.stg
# Precedence constraints generator : layrpred
#   Random Seed       : 3698
#   Tasks             : 1000 (+dummy tasks : 2)
#   Layers            : 100
#   Max. Layer Width  : 19
#   Min. Layer Width  : 4
#   Ave. Layer Width  : 10.000000
#   Edges             : 14939 / 494528 (+dummy edges : 82)
#   Max. Predecessors : 43
#   Min. Predecessors : 0
#   Ave. Predecessors : 15.000000 (Real : 14.939000)
# Task processing time generator : unif2pks
#   Random Seed       : 3697
#   Max. Proc. Time   : 20
#   Min. Proc. Time   : 1
#   Ave. Proc. Time(1): 5.000000
#   Ave. Proc. Time(2): 10.000000 (Real : 7.807000)
#   Probability of Av1: 0.500000
# CP Length           : 426
# Parallelism         : 18.326290
