1000_138, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,3873,3873,3877,3879,3883,3898,1,3873,3877,3880,3884,3894,1,,,,,,,,,,,,
4,1937,1946,1962,1967,1972,2002,1,1944,1952,1958,1964,1990,1,,,,,,,,,,,,
8,991,1080,1092,1101,1111,1152,1,1057,1072,1078,1085,1109,1,,,,,,,,,,,,
16,971,971,981,989,995,1048,1,971,971,971,971,971,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 1000//tmp/1000/rand0138.stg
# Precedence constraints generator : layrprob
#   Random Seed       : 3488
#   Tasks             : 1000 (+dummy tasks : 2)
#   Layers            : 100
#   Max. Layer Width  : 17
#   Min. Layer Width  : 4
#   Ave. Layer Width  : 10.000000
#   Edges             : 64379 / 494587 (+dummy edges : 24)
#   Max. Predecessors : 152
#   Min. Predecessors : 0
#   Ave. Predecessors : 64.379000
#   Probability       : 0.129690 (Real : 0.130167)
# Task processing time generator : unif2pks
#   Random Seed       : 3487
#   Max. Proc. Time   : 20
#   Min. Proc. Time   : 1
#   Ave. Proc. Time(1): 5.000000
#   Ave. Proc. Time(2): 10.000000 (Real : 7.746000)
#   Probability of Av1: 0.500000
# CP Length           : 971
# Parallelism         : 7.977343
