1000_42, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,2907,2907,2910,2912,2916,2930,1,2907,2910,2911,2915,2925,1,,,,,,,,,,,,
4,1454,1479,1496,1505,1515,1533,1,1464,1474,1480,1487,1510,1,,,,,,,,,,,,
8,833,887,904,917,924,963,1,866,877,881,887,905,1,,,,,,,,,,,,
16,823,825,836,842,852,885,1,823,823,823,823,823,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 1000//tmp/1000/rand0042.stg
# Precedence constraints generator : layrprob
#   Random Seed       : 3105
#   Tasks             : 1000 (+dummy tasks : 2)
#   Layers            : 100
#   Max. Layer Width  : 22
#   Min. Layer Width  : 2
#   Ave. Layer Width  : 10.000000
#   Edges             : 56831 / 494594 (+dummy edges : 30)
#   Max. Predecessors : 133
#   Min. Predecessors : 0
#   Ave. Predecessors : 56.831000
#   Probability       : 0.115680 (Real : 0.114904)
# Task processing time generator : expoproc
#   Random Seed       : 3104
#   Max. Proc. Time   : 30
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 5.000000 (Real : 5.814000)
# CP Length           : 823
# Parallelism         : 7.064399
