1000_174, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,4130,4130,4132,4134,4138,4155,1,4130,4131,4134,4137,4157,1,,,,,,,,,,,,
4,2065,2071,2092,2102,2116,2175,1,2066,2071,2075,2080,2108,1,,,,,,,,,,,,
8,1033,1108,1145,1165,1185,1307,1,1044,1061,1067,1081,1108,1,,,,,,,,,,,,
16,666,714,746,762,785,908,1,680,688,692,698,706,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 1000//tmp/1000/rand0174.stg
# Precedence constraints generator : layrpred
#   Random Seed       : 3740
#   Tasks             : 1000 (+dummy tasks : 2)
#   Layers            : 100
#   Max. Layer Width  : 19
#   Min. Layer Width  : 2
#   Ave. Layer Width  : 10.000000
#   Edges             : 17008 / 494596 (+dummy edges : 61)
#   Max. Predecessors : 46
#   Min. Predecessors : 0
#   Ave. Predecessors : 17.000000 (Real : 17.008000)
# Task processing time generator : expo2pks
#   Random Seed       : 3739
#   Max. Proc. Time   : 64
#   Min. Proc. Time   : 1
#   Ave. Proc. Time(1): 5.000000
#   Ave. Proc. Time(2): 10.000000 (Real : 8.259000)
#   Probability of Av1: 0.500000
# CP Length           : 666
# Parallelism         : 12.400901
