1000_165, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,4011,4011,4013,4014,4016,4023,1,4011,4012,4014,4016,4027,1,,,,,,,,,,,,
4,2006,2010,2022,2031,2037,2066,1,2007,2010,2012,2016,2029,1,,,,,,,,,,,,
8,1003,1035,1073,1087,1105,1146,1,1007,1013,1016,1019,1029,1,,,,,,,,,,,,
16,502,596,636,657,680,715,1,524,536,541,546,563,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 1000//tmp/1000/rand0165.stg
# Precedence constraints generator : layrpred
#   Random Seed       : 3677
#   Tasks             : 1000 (+dummy tasks : 2)
#   Layers            : 100
#   Max. Layer Width  : 18
#   Min. Layer Width  : 3
#   Ave. Layer Width  : 10.000000
#   Edges             : 12771 / 494572 (+dummy edges : 76)
#   Max. Predecessors : 35
#   Min. Predecessors : 0
#   Ave. Predecessors : 13.000000 (Real : 12.771000)
# Task processing time generator : unif2pks
#   Random Seed       : 3676
#   Max. Proc. Time   : 20
#   Min. Proc. Time   : 1
#   Ave. Proc. Time(1): 5.000000
#   Ave. Proc. Time(2): 10.000000 (Real : 8.022000)
#   Probability of Av1: 0.500000
# CP Length           : 416
# Parallelism         : 19.283653
