1000_172, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,3851,3851,3852,3854,3857,3865,1,3851,3852,3854,3858,3866,1,,,,,,,,,,,,
4,1926,1935,1948,1957,1970,2044,1,1926,1931,1935,1939,1951,1,,,,,,,,,,,,
8,963,999,1048,1074,1116,1219,1,967,975,979,982,997,1,,,,,,,,,,,,
16,482,609,677,716,767,940,1,501,515,521,529,562,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 1000//tmp/1000/rand0172.stg
# Precedence constraints generator : layrpred
#   Random Seed       : 3726
#   Tasks             : 1000 (+dummy tasks : 2)
#   Layers            : 100
#   Max. Layer Width  : 18
#   Min. Layer Width  : 3
#   Ave. Layer Width  : 10.000000
#   Edges             : 10017 / 494546 (+dummy edges : 115)
#   Max. Predecessors : 32
#   Min. Predecessors : 0
#   Ave. Predecessors : 10.000000 (Real : 10.017000)
# Task processing time generator : expo2pks
#   Random Seed       : 3725
#   Max. Proc. Time   : 67
#   Min. Proc. Time   : 1
#   Ave. Proc. Time(1): 5.000000
#   Ave. Proc. Time(2): 10.000000 (Real : 7.701000)
#   Probability of Av1: 0.500000
# CP Length           : 390
# Parallelism         : 19.746155
