1000_58, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,5206,5206,5210,5212,5215,5225,1,5206,5211,5215,5219,5228,1,,,,,,,,,,,,
4,2603,2608,2621,2626,2631,2658,1,2611,2621,2627,2635,2650,1,,,,,,,,,,,,
8,1318,1405,1422,1433,1440,1463,1,1402,1421,1427,1432,1452,1,,,,,,,,,,,,
16,1213,1213,1223,1229,1237,1275,1,1213,1213,1213,1213,1214,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 1000//tmp/1000/rand0058.stg
# Precedence constraints generator : layrprob
#   Random Seed       : 3217
#   Tasks             : 1000 (+dummy tasks : 2)
#   Layers            : 100
#   Max. Layer Width  : 18
#   Min. Layer Width  : 4
#   Ave. Layer Width  : 10.000000
#   Edges             : 81487 / 494555 (+dummy edges : 22)
#   Max. Predecessors : 182
#   Min. Predecessors : 0
#   Ave. Predecessors : 81.487000
#   Probability       : 0.164935 (Real : 0.164768)
# Task processing time generator : normproc
#   Random Seed       : 3216
#   Max. Proc. Time   : 19
#   Min. Proc. Time   : 2
#   Ave. Proc. Time   : 10.000000 (Real : 10.411000)
#   Standard Deviation: 3.000000
# CP Length           : 1213
# Parallelism         : 8.582852
