1000_72, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,2892,2892,2893,2894,2896,2902,1,2892,2893,2894,2896,2908,1,,,,,,,,,,,,
4,1446,1459,1472,1480,1490,1537,1,1447,1450,1453,1455,1465,1,,,,,,,,,,,,
8,723,772,813,827,842,933,1,727,735,738,742,752,1,,,,,,,,,,,,
16,391,477,498,507,527,576,1,416,427,431,436,445,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 1000//tmp/1000/rand0072.stg
# Precedence constraints generator : samepred
#   Random Seed       : 3315
#   Tasks             : 1000 (+dummy tasks : 2)
#   Edges             : 12990 / 499500 (+dummy edges : 70)
#   Max. Predecessors : 39
#   Min. Predecessors : 0
#   Ave. Predecessors : 13.000000 (Real : 12.990000)
# Task processing time generator : expoproc
#   Random Seed       : 3314
#   Max. Proc. Time   : 54
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 5.000000 (Real : 5.784000)
# CP Length           : 391
# Parallelism         : 14.792839
