1000_60, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,2646,2646,2647,2649,2651,2657,1,2646,2647,2649,2651,2657,1,,,,,,,,,,,,
4,1323,1335,1344,1352,1357,1386,1,1324,1327,1330,1333,1340,1,,,,,,,,,,,,
8,662,703,750,765,777,820,1,666,670,673,676,693,1,,,,,,,,,,,,
16,331,481,508,524,543,573,1,340,348,353,357,366,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 1000//tmp/1000/rand0060.stg
# Precedence constraints generator : samepred
#   Random Seed       : 3231
#   Tasks             : 1000 (+dummy tasks : 2)
#   Edges             : 3882 / 499500 (+dummy edges : 258)
#   Max. Predecessors : 15
#   Min. Predecessors : 0
#   Ave. Predecessors : 4.000000 (Real : 3.882000)
# Task processing time generator : unifproc
#   Random Seed       : 3230
#   Max. Proc. Time   : 10
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 5.000000 (Real : 5.292000)
# CP Length           : 131
# Parallelism         : 40.396946
