1000_156, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,3757,3757,3758,3760,3762,3775,1,3757,3758,3760,3764,3772,1,,,,,,,,,,,,
4,1879,1885,1900,1910,1926,1971,1,1879,1885,1888,1893,1919,1,,,,,,,,,,,,
8,940,988,1033,1072,1106,1213,1,945,955,959,963,981,1,,,,,,,,,,,,
16,470,631,737,768,803,874,1,485,492,496,502,525,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 1000//tmp/1000/rand0156.stg
# Precedence constraints generator : samepred
#   Random Seed       : 3614
#   Tasks             : 1000 (+dummy tasks : 2)
#   Edges             : 5917 / 499500 (+dummy edges : 164)
#   Max. Predecessors : 21
#   Min. Predecessors : 0
#   Ave. Predecessors : 6.000000 (Real : 5.917000)
# Task processing time generator : expo2pks
#   Random Seed       : 3613
#   Max. Proc. Time   : 65
#   Min. Proc. Time   : 1
#   Ave. Proc. Time(1): 5.000000
#   Ave. Proc. Time(2): 10.000000 (Real : 7.513000)
#   Probability of Av1: 0.500000
# CP Length           : 300
# Parallelism         : 25.043333
