1000_25, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,5253,5257,5270,5277,5286,5309,1,5260,5274,5283,5291,5319,1,,,,,,,,,,,,
4,2627,2746,2765,2778,2788,2821,1,2728,2773,2784,2799,2825,1,,,,,,,,,,,,
8,2005,2017,2028,2035,2040,2067,1,2020,2026,2029,2035,2048,1,,,,,,,,,,,,
16,2005,2005,2006,2010,2015,2042,1,2005,2005,2005,2005,2005,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 1000//tmp/1000/rand0025.stg
# Precedence constraints generator : sameprob
#   Random Seed       : 2986
#   Tasks             : 1000 (+dummy tasks : 2)
#   Edges             : 54845 / 499500 (+dummy edges : 19)
#   Max. Predecessors : 129
#   Min. Predecessors : 0
#   Ave. Predecessors : 54.845000
#   Probability       : 0.110221 (Real : 0.109800)
# Task processing time generator : normproc
#   Random Seed       : 2985
#   Max. Proc. Time   : 21
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 10.000000 (Real : 10.506000)
#   Standard Deviation: 3.000000
# CP Length           : 2005
# Parallelism         : 5.239900
