1000_85, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,5258,5258,5259,5261,5263,5269,1,5258,5259,5261,5264,5270,1,,,,,,,,,,,,
4,2629,2633,2642,2650,2656,2677,1,2630,2635,2639,2643,2654,1,,,,,,,,,,,,
8,1315,1336,1364,1374,1386,1443,1,1322,1329,1332,1340,1367,1,,,,,,,,,,,,
16,706,778,807,816,826,878,1,750,764,769,775,786,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 1000//tmp/1000/rand0085.stg
# Precedence constraints generator : samepred
#   Random Seed       : 3406
#   Tasks             : 1000 (+dummy tasks : 2)
#   Edges             : 16967 / 499500 (+dummy edges : 66)
#   Max. Predecessors : 45
#   Min. Predecessors : 0
#   Ave. Predecessors : 17.000000 (Real : 16.967000)
# Task processing time generator : normproc
#   Random Seed       : 3405
#   Max. Proc. Time   : 20
#   Min. Proc. Time   : 2
#   Ave. Proc. Time   : 10.000000 (Real : 10.515000)
#   Standard Deviation: 3.000000
# CP Length           : 706
# Parallelism         : 14.893767
