1000_49, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,5271,5271,5276,5280,5289,5309,1,5272,5278,5282,5289,5325,1,,,,,,,,,,,,
4,2636,2669,2693,2706,2716,2797,1,2649,2666,2679,2688,2732,1,,,,,,,,,,,,
8,1443,1570,1590,1600,1616,1707,1,1549,1573,1580,1589,1606,1,,,,,,,,,,,,
16,1443,1443,1448,1454,1465,1492,1,1443,1443,1443,1443,1443,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 1000//tmp/1000/rand0049.stg
# Precedence constraints generator : layrprob
#   Random Seed       : 3154
#   Tasks             : 1000 (+dummy tasks : 2)
#   Layers            : 100
#   Max. Layer Width  : 17
#   Min. Layer Width  : 4
#   Ave. Layer Width  : 10.000000
#   Edges             : 54192 / 494605 (+dummy edges : 32)
#   Max. Predecessors : 128
#   Min. Predecessors : 0
#   Ave. Predecessors : 54.192000
#   Probability       : 0.109104 (Real : 0.109566)
# Task processing time generator : expoproc
#   Random Seed       : 3153
#   Max. Proc. Time   : 65
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 10.000000 (Real : 10.541000)
# CP Length           : 1443
# Parallelism         : 7.304920
