1000_134, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,3910,3928,3951,3958,3964,3994,1,3939,3956,3963,3971,4005,1,,,,,,,,,,,,
4,2037,2197,2222,2229,2237,2270,1,2208,2226,2233,2244,2273,1,,,,,,,,,,,,
8,1888,1888,1891,1894,1897,1917,1,1888,1888,1888,1891,1895,1,,,,,,,,,,,,
16,1888,1888,1888,1892,1894,1913,1,1888,1888,1888,1888,1888,1,,,,,,,,,,,,
# Standard Task Graph Set Project
# Random Task Graph 1000//tmp/1000/rand0134.stg
# Precedence constraints generator : sameprob
#   Random Seed       : 3460
#   Tasks             : 1000 (+dummy tasks : 2)
#   Edges             : 77227 / 499500 (+dummy edges : 13)
#   Max. Predecessors : 177
#   Min. Predecessors : 0
#   Ave. Predecessors : 77.227000
#   Probability       : 0.154877 (Real : 0.154609)
# Task processing time generator : norm2pks
#   Random Seed       : 3459
#   Max. Proc. Time   : 19
#   Min. Proc. Time   : 1
#   Ave. Proc. Time(1): 5.000000
#   Standard Dev.(1)  : 1.000000
#   Ave. Proc. Time(2): 10.000000 (Real : 7.820000)
#   Standard Dev.(2)  : 3.000000
#   Probability of Av1: 0.500000
# CP Length           : 1888
# Parallelism         : 4.141949
