50_152, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,227,231,236,238,240,247,1,230,236,239,242,250,1,229,229,229,229,237,1,228,228,228,228,231,1
4,172,172,174,177,180,185,1,172,174,174,178,180,1,172,172,172,172,174,1,172,172,172,172,174,1
8,172,172,172,172,172,172,1,172,172,172,172,172,1,172,172,172,172,175,1,172,172,172,172,174,1
16,172,172,172,172,172,172,1,172,172,172,172,172,1,172,172,172,172,174,1,172,172,172,172,174,1
# Standard Task Graph Set Project
# Random Task Graph 50//tmp/50/rand0152.stg
# Precedence constraints generator : samepred
#   Random Seed       : 1464
#   Tasks             : 50 (+dummy tasks : 2)
#   Edges             : 309 / 1225 (+dummy edges : 7)
#   Max. Predecessors : 17
#   Min. Predecessors : 0
#   Ave. Predecessors : 6.000000 (Real : 6.180000)
# Task processing time generator : unif2pks
#   Random Seed       : 1463
#   Max. Proc. Time   : 20
#   Min. Proc. Time   : 1
#   Ave. Proc. Time(1): 5.000000
#   Ave. Proc. Time(2): 10.000000 (Real : 8.520000)
#   Probability of Av1: 0.500000
# CP Length           : 172
# Parallelism         : 2.476744
