50_51, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,139,139,140,141,142,148,1,139,140,141,142,145,1,139,139,139,139,147,1,139,139,139,139,143,1
4,70,70,72,74,75,81,1,70,72,73,74,81,1,70,71,72,74,79,1,70,71,71,72,78,1
8,35,37,39,41,43,52,1,36,39,40,41,45,1,36,38,39,39,39,1,36,38,38,39,39,1
16,24,25,28,29,29,37,1,24,28,29,29,29,1,24,24,24,24,26,1,24,24,24,24,27,1
# Standard Task Graph Set Project
# Random Task Graph 50//tmp/50/rand0051.stg
# Precedence constraints generator : layrprob
#   Random Seed       : 28906
#   Tasks             : 50 (+dummy tasks : 2)
#   Layers            : 5
#   Max. Layer Width  : 14
#   Min. Layer Width  : 3
#   Ave. Layer Width  : 10.000000
#   Edges             : 79 / 959 (+dummy edges : 38)
#   Max. Predecessors : 9
#   Min. Predecessors : 0
#   Ave. Predecessors : 1.580000
#   Probability       : 0.083924 (Real : 0.082377)
# Task processing time generator : normproc
#   Random Seed       : 28905
#   Max. Proc. Time   : 7
#   Min. Proc. Time   : 4
#   Ave. Proc. Time   : 5.000000 (Real : 5.560000)
#   Standard Deviation: 1.000000
# CP Length           : 24
# Parallelism         : 11.583333
