50_167, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,213,213,216,218,221,229,1,213,216,219,222,233,1,213,213,213,213,225,1,213,213,214,214,219,1
4,110,115,121,125,128,137,1,114,124,127,131,143,1,109,111,111,112,127,1,111,113,114,116,126,1
8,87,87,89,91,92,97,1,87,90,92,93,96,1,87,87,88,88,92,1,87,87,87,87,91,1
16,87,87,87,87,87,87,1,87,87,87,87,87,1,87,87,87,87,89,1,87,87,87,87,89,1
# Standard Task Graph Set Project
# Random Task Graph 50//tmp/50/rand0167.stg
# Precedence constraints generator : layrpred
#   Random Seed       : 1569
#   Tasks             : 50 (+dummy tasks : 2)
#   Layers            : 5
#   Max. Layer Width  : 14
#   Min. Layer Width  : 8
#   Ave. Layer Width  : 10.000000
#   Edges             : 856 / 989 (+dummy edges : 18)
#   Max. Predecessors : 37
#   Min. Predecessors : 0
#   Ave. Predecessors : 17.000000 (Real : 17.120000)
# Task processing time generator : unif2pks
#   Random Seed       : 1568
#   Max. Proc. Time   : 20
#   Min. Proc. Time   : 1
#   Ave. Proc. Time(1): 5.000000
#   Ave. Proc. Time(2): 10.000000 (Real : 8.500000)
#   Probability of Av1: 0.500000
# CP Length           : 87
# Parallelism         : 4.885057
