50_35, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,260,260,261,263,265,272,1,260,262,264,266,274,1,260,260,260,260,263,1,260,261,261,262,271,1
4,130,130,134,137,139,148,1,132,135,138,141,150,1,130,130,131,131,141,1,130,134,136,139,145,1
8,81,81,83,84,86,91,1,81,83,84,86,92,1,81,82,82,84,89,1,81,81,81,81,84,1
16,81,81,81,81,81,81,1,81,81,81,81,81,1,81,81,81,81,84,1,81,81,81,81,83,1
# Standard Task Graph Set Project
# Random Task Graph 50//tmp/50/rand0035.stg
# Precedence constraints generator : layrprob
#   Random Seed       : 28794
#   Tasks             : 50 (+dummy tasks : 2)
#   Layers            : 5
#   Max. Layer Width  : 14
#   Min. Layer Width  : 8
#   Ave. Layer Width  : 10.000000
#   Edges             : 209 / 987 (+dummy edges : 22)
#   Max. Predecessors : 12
#   Min. Predecessors : 0
#   Ave. Predecessors : 4.180000
#   Probability       : 0.184669 (Real : 0.211753)
# Task processing time generator : unifproc
#   Random Seed       : 28793
#   Max. Proc. Time   : 19
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 10.000000 (Real : 10.400000)
# CP Length           : 81
# Parallelism         : 6.419753
