50_10, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,105,105,106,108,111,120,1,105,106,107,109,116,1,105,105,106,108,117,1,105,106,106,107,112,1
4,53,56,62,64,66,75,1,54,59,61,65,74,1,53,55,56,58,64,1,55,57,58,59,64,1
8,43,43,45,46,47,59,1,43,45,47,48,53,1,43,44,44,45,49,1,43,43,43,43,49,1
16,43,43,43,43,43,50,1,43,43,43,43,43,1,43,43,43,43,46,1,43,43,43,43,45,1
# Standard Task Graph Set Project
# Random Task Graph 50//tmp/50/rand0010.stg
# Precedence constraints generator : sameprob
#   Random Seed       : 28619
#   Tasks             : 50 (+dummy tasks : 2)
#   Edges             : 98 / 1225 (+dummy edges : 31)
#   Max. Predecessors : 8
#   Min. Predecessors : 0
#   Ave. Predecessors : 1.960000
#   Probability       : 0.079582 (Real : 0.080000)
# Task processing time generator : expoproc
#   Random Seed       : 28618
#   Max. Proc. Time   : 19
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 5.000000 (Real : 4.200000)
# CP Length           : 43
# Parallelism         : 4.883721
