50_62, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,137,137,137,138,140,146,1,137,137,138,141,146,1,137,137,137,137,145,1,137,137,137,137,148,1
4,69,70,72,74,77,85,1,69,73,74,77,85,1,69,70,71,73,77,1,69,70,70,72,77,1
8,37,41,43,45,47,58,1,39,43,45,47,54,1,38,41,42,43,44,1,37,39,40,42,44,1
16,37,37,37,37,39,44,1,37,37,37,37,40,1,37,37,37,37,39,1,37,37,37,37,39,1
# Standard Task Graph Set Project
# Random Task Graph 50//tmp/50/rand0062.stg
# Precedence constraints generator : samepred
#   Random Seed       : 28983
#   Tasks             : 50 (+dummy tasks : 2)
#   Edges             : 62 / 1225 (+dummy edges : 32)
#   Max. Predecessors : 5
#   Min. Predecessors : 0
#   Ave. Predecessors : 1.000000 (Real : 1.240000)
# Task processing time generator : unifproc
#   Random Seed       : 28982
#   Max. Proc. Time   : 10
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 5.000000 (Real : 5.460000)
# CP Length           : 37
# Parallelism         : 7.378378
