50_82, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,139,139,143,144,148,152,1,139,143,144,146,155,1,139,139,139,139,143,1,139,139,139,139,143,1
4,80,84,89,91,93,98,1,84,88,90,93,99,1,81,83,83,84,91,1,80,81,81,83,88,1
8,80,80,80,80,80,86,1,80,80,80,80,80,1,80,80,80,80,82,1,80,80,80,80,82,1
16,80,80,80,80,80,87,1,80,80,80,80,80,1,80,80,80,80,82,1,80,80,80,80,82,1
# Standard Task Graph Set Project
# Random Task Graph 50//tmp/50/rand0082.stg
# Precedence constraints generator : samepred
#   Random Seed       : 29123
#   Tasks             : 50 (+dummy tasks : 2)
#   Edges             : 219 / 1225 (+dummy edges : 12)
#   Max. Predecessors : 12
#   Min. Predecessors : 0
#   Ave. Predecessors : 4.000000 (Real : 4.380000)
# Task processing time generator : normproc
#   Random Seed       : 29122
#   Max. Proc. Time   : 8
#   Min. Proc. Time   : 3
#   Ave. Proc. Time   : 5.000000 (Real : 5.540000)
#   Standard Deviation: 1.000000
# CP Length           : 80
# Parallelism         : 3.462500
