50_50, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,143,143,144,144,145,150,1,143,144,145,145,151,1,143,143,143,143,147,1,143,143,143,143,147,1
4,72,72,73,74,75,82,1,72,74,75,76,79,1,72,73,73,74,79,1,72,73,73,74,79,1
8,36,37,39,40,41,45,1,37,39,39,40,47,1,36,38,38,39,39,1,37,38,39,39,39,1
16,24,24,27,28,29,45,1,24,25,27,28,29,1,24,24,24,24,27,1,24,24,24,24,27,1
# Standard Task Graph Set Project
# Random Task Graph 50//tmp/50/rand0050.stg
# Precedence constraints generator : layrprob
#   Random Seed       : 28899
#   Tasks             : 50 (+dummy tasks : 2)
#   Layers            : 5
#   Max. Layer Width  : 17
#   Min. Layer Width  : 5
#   Ave. Layer Width  : 10.000000
#   Edges             : 110 / 956 (+dummy edges : 34)
#   Max. Predecessors : 11
#   Min. Predecessors : 0
#   Ave. Predecessors : 2.200000
#   Probability       : 0.127721 (Real : 0.115063)
# Task processing time generator : normproc
#   Random Seed       : 28898
#   Max. Proc. Time   : 7
#   Min. Proc. Time   : 4
#   Ave. Proc. Time   : 5.000000 (Real : 5.720000)
#   Standard Deviation: 1.000000
# CP Length           : 24
# Parallelism         : 11.916667
