50_21, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,139,139,142,143,145,150,1,139,141,143,145,150,1,139,139,139,139,145,1,139,139,139,139,147,1
4,74,80,83,85,87,92,1,81,84,86,87,95,1,77,79,79,80,88,1,75,76,78,79,84,1
8,74,74,74,74,74,87,1,74,74,74,74,74,1,74,74,74,74,77,1,74,74,74,74,76,1
16,74,74,74,74,74,80,1,74,74,74,74,74,1,74,74,74,74,76,1,74,74,74,74,76,1
# Standard Task Graph Set Project
# Random Task Graph 50//tmp/50/rand0021.stg
# Precedence constraints generator : sameprob
#   Random Seed       : 28696
#   Tasks             : 50 (+dummy tasks : 2)
#   Edges             : 249 / 1225 (+dummy edges : 14)
#   Max. Predecessors : 13
#   Min. Predecessors : 0
#   Ave. Predecessors : 4.980000
#   Probability       : 0.197820 (Real : 0.203265)
# Task processing time generator : normproc
#   Random Seed       : 28695
#   Max. Proc. Time   : 8
#   Min. Proc. Time   : 4
#   Ave. Proc. Time   : 5.000000 (Real : 5.560000)
#   Standard Deviation: 1.000000
# CP Length           : 74
# Parallelism         : 3.756757
