50_95, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,264,264,266,268,271,277,1,264,267,269,271,283,1,264,264,264,264,268,1,264,265,265,265,273,1
4,132,135,138,141,143,147,1,137,141,144,147,163,1,132,132,132,132,137,1,133,136,138,140,143,1
8,80,81,87,90,92,100,1,82,90,93,97,103,1,82,82,82,83,91,1,82,82,82,82,84,1
16,80,80,80,80,80,82,1,80,80,80,80,80,1,80,80,80,80,83,1,80,80,80,80,82,1
# Standard Task Graph Set Project
# Random Task Graph 50//tmp/50/rand0095.stg
# Precedence constraints generator : layrpred
#   Random Seed       : 29214
#   Tasks             : 50 (+dummy tasks : 2)
#   Layers            : 5
#   Max. Layer Width  : 16
#   Min. Layer Width  : 5
#   Ave. Layer Width  : 10.000000
#   Edges             : 420 / 957 (+dummy edges : 23)
#   Max. Predecessors : 21
#   Min. Predecessors : 0
#   Ave. Predecessors : 8.000000 (Real : 8.400000)
# Task processing time generator : unifproc
#   Random Seed       : 29213
#   Max. Proc. Time   : 20
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 10.000000 (Real : 10.560000)
# CP Length           : 80
# Parallelism         : 6.600000
