50_75, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,315,329,335,341,348,358,1,319,331,334,339,356,1,320,320,320,320,323,1,320,321,321,321,326,1
4,255,255,256,261,267,281,1,255,255,255,267,278,1,255,255,255,255,261,1,255,255,255,255,258,1
8,255,255,255,255,255,255,1,255,255,255,255,255,1,255,255,255,255,257,1,255,255,255,255,258,1
16,255,255,255,255,255,255,1,255,255,255,255,255,1,255,255,255,255,258,1,255,255,255,255,257,1
# Standard Task Graph Set Project
# Random Task Graph 50//tmp/50/rand0075.stg
# Precedence constraints generator : samepred
#   Random Seed       : 29074
#   Tasks             : 50 (+dummy tasks : 2)
#   Edges             : 280 / 1225 (+dummy edges : 10)
#   Max. Predecessors : 16
#   Min. Predecessors : 0
#   Ave. Predecessors : 5.000000 (Real : 5.600000)
# Task processing time generator : expoproc
#   Random Seed       : 29073
#   Max. Proc. Time   : 52
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 10.000000 (Real : 11.880000)
# CP Length           : 255
# Parallelism         : 2.329412
