50_118, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,271,271,272,275,277,286,1,271,273,275,277,287,1,271,271,271,271,283,1,271,271,271,271,279,1
4,136,140,143,145,147,153,1,140,145,148,150,155,1,136,136,137,137,145,1,137,140,140,141,147,1
8,86,84,91,92,94,100,1,88,92,94,97,101,1,81,84,85,86,89,1,84,84,84,84,89,1
16,75,75,75,75,75,84,1,75,75,75,75,75,1,75,75,75,75,77,1,75,75,75,75,77,1
# Standard Task Graph Set Project
# Random Task Graph 50//tmp/50/rand0118.stg
# Precedence constraints generator : layrpred
#   Random Seed       : 29375
#   Tasks             : 50 (+dummy tasks : 2)
#   Layers            : 5
#   Max. Layer Width  : 14
#   Min. Layer Width  : 6
#   Ave. Layer Width  : 10.000000
#   Edges             : 625 / 983 (+dummy edges : 19)
#   Max. Predecessors : 35
#   Min. Predecessors : 0
#   Ave. Predecessors : 13.000000 (Real : 12.500000)
# Task processing time generator : normproc
#   Random Seed       : 29374
#   Max. Proc. Time   : 19
#   Min. Proc. Time   : 4
#   Ave. Proc. Time   : 10.000000 (Real : 10.840000)
#   Standard Deviation: 3.000000
# CP Length           : 75
# Parallelism         : 7.226666
