50_59, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,258,258,259,260,262,267,1,258,259,261,263,271,1,258,258,258,258,265,1,258,258,258,259,267,1
4,129,130,132,134,137,144,1,130,133,135,137,144,1,129,129,129,130,140,1,130,132,132,133,143,1
8,65,73,76,77,79,84,1,72,75,77,78,83,1,69,71,72,73,75,1,71,71,71,72,74,1
16,63,63,63,63,63,69,1,63,63,63,63,63,1,63,63,63,63,65,1,63,63,63,63,65,1
# Standard Task Graph Set Project
# Random Task Graph 50//tmp/50/rand0059.stg
# Precedence constraints generator : layrprob
#   Random Seed       : 28962
#   Tasks             : 50 (+dummy tasks : 2)
#   Layers            : 5
#   Max. Layer Width  : 15
#   Min. Layer Width  : 7
#   Ave. Layer Width  : 10.000000
#   Edges             : 179 / 982 (+dummy edges : 24)
#   Max. Predecessors : 10
#   Min. Predecessors : 0
#   Ave. Predecessors : 3.580000
#   Probability       : 0.183552 (Real : 0.182281)
# Task processing time generator : normproc
#   Random Seed       : 28961
#   Max. Proc. Time   : 15
#   Min. Proc. Time   : 4
#   Ave. Proc. Time   : 10.000000 (Real : 10.300000)
#   Standard Deviation: 3.000000
# CP Length           : 63
# Parallelism         : 8.174603
