100_37, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,490,490,491,493,496,503,1,490,491,493,495,504,1,490,490,490,490,497,1,490,491,491,491,501,1
4,245,246,250,253,257,280,1,245,252,255,258,273,1,245,245,245,246,267,1,245,249,251,253,267,1
8,132,142,145,147,149,166,1,143,146,148,151,162,1,140,144,146,147,155,1,139,145,147,149,155,1
16,130,130,130,130,130,141,1,130,130,130,130,130,1,130,130,130,130,132,1,130,130,130,130,132,1
# Standard Task Graph Set Project
# Random Task Graph 100//tmp/100/rand0037.stg
# Precedence constraints generator : layrprob
#   Random Seed       : 29652
#   Tasks             : 100 (+dummy tasks : 2)
#   Layers            : 10
#   Max. Layer Width  : 14
#   Min. Layer Width  : 6
#   Ave. Layer Width  : 10.000000
#   Edges             : 677 / 4465 (+dummy edges : 26)
#   Max. Predecessors : 18
#   Min. Predecessors : 0
#   Ave. Predecessors : 6.770000
#   Probability       : 0.144593 (Real : 0.151624)
# Task processing time generator : unifproc
#   Random Seed       : 29651
#   Max. Proc. Time   : 20
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 10.000000 (Real : 9.790000)
# CP Length           : 130
# Parallelism         : 7.530769
