100_170, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,365,365,367,371,375,383,1,365,367,370,376,386,1,365,365,365,365,367,1,365,365,365,366,385,1
4,183,194,201,204,208,220,1,190,197,201,207,215,1,189,196,200,203,217,1,187,193,195,199,216,1
8,156,156,157,158,159,165,1,156,156,157,157,159,1,156,156,157,157,160,1,156,156,156,156,158,1
16,156,156,156,156,156,163,1,156,156,156,156,156,1,156,156,156,156,159,1,156,156,156,156,158,1
# Standard Task Graph Set Project
# Random Task Graph 100//tmp/100/rand0170.stg
# Precedence constraints generator : layrpred
#   Random Seed       : 2014
#   Tasks             : 100 (+dummy tasks : 2)
#   Layers            : 10
#   Max. Layer Width  : 18
#   Min. Layer Width  : 6
#   Ave. Layer Width  : 10.000000
#   Edges             : 1662 / 4439 (+dummy edges : 17)
#   Max. Predecessors : 38
#   Min. Predecessors : 0
#   Ave. Predecessors : 17.000000 (Real : 16.620000)
# Task processing time generator : expo2pks
#   Random Seed       : 2013
#   Max. Proc. Time   : 29
#   Min. Proc. Time   : 1
#   Ave. Proc. Time(1): 5.000000
#   Ave. Proc. Time(2): 10.000000 (Real : 7.290000)
#   Probability of Av1: 0.500000
# CP Length           : 156
# Parallelism         : 4.673077
