100_43, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,244,244,245,247,250,255,1,244,245,246,248,256,1,244,244,244,245,254,1,244,245,246,247,254,1
4,122,126,130,133,135,154,1,123,128,131,134,140,1,123,129,131,133,139,1,122,126,129,132,141,1
8,85,86,88,89,91,98,1,85,86,88,89,92,1,85,86,86,87,91,1,85,85,85,86,89,1
16,85,85,85,85,87,98,1,85,85,85,85,85,1,85,85,85,85,87,1,85,85,85,85,88,1
# Standard Task Graph Set Project
# Random Task Graph 100//tmp/100/rand0043.stg
# Precedence constraints generator : layrprob
#   Random Seed       : 29694
#   Tasks             : 100 (+dummy tasks : 2)
#   Layers            : 10
#   Max. Layer Width  : 15
#   Min. Layer Width  : 6
#   Ave. Layer Width  : 10.000000
#   Edges             : 818 / 4457 (+dummy edges : 25)
#   Max. Predecessors : 23
#   Min. Predecessors : 0
#   Ave. Predecessors : 8.180000
#   Probability       : 0.181814 (Real : 0.183532)
# Task processing time generator : expoproc
#   Random Seed       : 29693
#   Max. Proc. Time   : 25
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 5.000000 (Real : 4.880000)
# CP Length           : 85
# Parallelism         : 5.741177
