100_98, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,525,525,527,528,531,540,1,525,527,530,533,549,1,525,525,525,525,534,1,525,525,526,528,542,1
4,263,266,272,274,278,296,1,267,272,275,279,289,1,263,266,267,269,280,1,264,267,269,272,287,1
8,173,177,180,183,186,195,1,174,181,183,187,197,1,173,178,179,181,188,1,173,173,173,173,181,1
16,173,173,173,173,173,184,1,173,173,173,173,173,1,173,173,173,173,174,1,173,173,173,173,176,1
# Standard Task Graph Set Project
# Random Task Graph 100//tmp/100/rand0098.stg
# Precedence constraints generator : layrpred
#   Random Seed       : 85
#   Tasks             : 100 (+dummy tasks : 2)
#   Layers            : 10
#   Max. Layer Width  : 15
#   Min. Layer Width  : 6
#   Ave. Layer Width  : 10.000000
#   Edges             : 1626 / 4447 (+dummy edges : 20)
#   Max. Predecessors : 38
#   Min. Predecessors : 0
#   Ave. Predecessors : 16.000000 (Real : 16.260000)
# Task processing time generator : unifproc
#   Random Seed       : 84
#   Max. Proc. Time   : 20
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 10.000000 (Real : 10.490000)
# CP Length           : 173
# Parallelism         : 6.063584
