100_45, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,697,697,699,702,706,731,1,697,699,704,708,721,1,697,697,697,697,718,1,697,698,700,704,723,1
4,349,350,358,363,366,388,1,350,357,362,368,382,1,349,356,360,365,382,1,349,357,362,368,382,1
8,182,191,198,201,207,219,1,187,196,200,204,219,1,186,194,197,199,214,1,183,190,194,198,216,1
16,182,182,182,182,182,203,1,182,182,182,182,182,1,182,182,182,182,184,1,182,182,182,182,184,1
# Standard Task Graph Set Project
# Random Task Graph 100//tmp/100/rand0045.stg
# Precedence constraints generator : layrprob
#   Random Seed       : 29708
#   Tasks             : 100 (+dummy tasks : 2)
#   Layers            : 10
#   Max. Layer Width  : 18
#   Min. Layer Width  : 6
#   Ave. Layer Width  : 10.000000
#   Edges             : 431 / 4446 (+dummy edges : 34)
#   Max. Predecessors : 12
#   Min. Predecessors : 0
#   Ave. Predecessors : 4.310000
#   Probability       : 0.094221 (Real : 0.096941)
# Task processing time generator : expoproc
#   Random Seed       : 29707
#   Max. Proc. Time   : 66
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 10.000000 (Real : 13.930000)
# CP Length           : 182
# Parallelism         : 7.653846
