100_62, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,280,280,281,283,285,292,1,280,282,283,285,292,1,280,280,280,280,280,1,280,280,280,280,280,1
4,140,144,149,152,155,168,1,145,149,152,154,164,1,141,145,147,149,156,1,142,144,145,147,158,1
8,117,117,117,117,117,123,1,117,117,117,117,117,1,117,117,117,117,119,1,117,117,117,117,119,1
16,117,117,117,117,118,126,1,117,117,117,117,117,1,117,117,117,117,120,1,117,117,117,117,119,1
# Standard Task Graph Set Project
# Random Task Graph 100//tmp/100/rand0062.stg
# Precedence constraints generator : samepred
#   Random Seed       : 29827
#   Tasks             : 100 (+dummy tasks : 2)
#   Edges             : 709 / 4950 (+dummy edges : 17)
#   Max. Predecessors : 19
#   Min. Predecessors : 0
#   Ave. Predecessors : 7.000000 (Real : 7.090000)
# Task processing time generator : unifproc
#   Random Seed       : 29826
#   Max. Proc. Time   : 10
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 5.000000 (Real : 5.600000)
# CP Length           : 117
# Parallelism         : 4.786325
